season,batter,batting_team,balls_faced,total_runs,fours,sixes,strike_rate
2024,PP Shaw,Delhi Capitals,121,198,30,5,163.64
2025,AD Russell,Kolkata Knight Riders,102,167,16,14,163.73
2025,D Padikkal,Royal Challengers Bengaluru,163,247,22,14,151.53
2025,Nithish Kumar Reddy,Sunrisers Hyderabad,152,181,16,4,119.08
2025,DL Chahar,Mumbai Indians,25,37,3,2,148.0
2025,R Ravindra,Chennai Super Kings,147,190,18,4,129.25
2025,RD Gaikwad,Chennai Super Kings,81,122,14,4,150.62
2025,SM Curran,Chennai Super Kings,82,112,11,4,136.59
2024,R Tewatia,Gujarat Titans,126,186,24,5,147.62
2024,SA Yadav,Mumbai Indians,205,345,36,18,168.29
2024,AS Roy,Kolkata Knight Riders,3,3,0,0,100.0
2024,WG Jacks,Royal Challengers Bengaluru,130,224,16,17,172.31
2024,Arshad Khan (2),Lucknow Super Giants,4,5,1,0,125.0
2024,Mukesh Kumar,Delhi Capitals,9,3,0,0,33.33
2024,TU Deshpande,Chennai Super Kings,1,0,0,0,0.0
2024,Yudhvir Singh,Lucknow Super Giants,14,21,1,2,150.0
2024,Gulbadin Naib,Delhi Capitals,15,19,1,1,126.67
2025,Mohammed Shami,Sunrisers Hyderabad,10,10,1,0,100.0
2025,K Rabada,Gujarat Titans,8,9,0,1,112.5
2025,KK Ahmed,Chennai Super Kings,2,1,0,0,50.0
2007/08,YK Pathan,Rajasthan Royals,239,430,43,25,179.92
2007/08,D Salunkhe,Rajasthan Royals,24,33,5,0,137.5
2007/08,A Symonds,Deccan Chargers,104,161,15,9,154.81
2007/08,AS Yadav,Deccan Chargers,39,49,5,2,125.64
2007/08,Misbah-ul-Haq,Royal Challengers Bangalore,81,117,10,6,144.44
2007/08,DT Patil,Royal Challengers Bangalore,13,13,1,0,100.0
2007/08,DB Ravi Teja,Deccan Chargers,81,108,10,5,133.33
2007/08,Younis Khan,Rajasthan Royals,7,3,0,0,42.86
2009,SR Tendulkar,Mumbai Indians,299,363,39,10,121.4
2009,ML Hayden,Chennai Super Kings,393,571,60,22,145.29
2009,MS Dhoni,Chennai Super Kings,261,332,22,9,127.2
2009,YK Pathan,Rajasthan Royals,187,261,25,14,139.57
2009,Y Venugopal Rao,Deccan Chargers,114,124,6,3,108.77
2009,KD Karthik,Delhi Daredevils,217,288,20,9,132.72
2009,BAW Mendis,Kolkata Knight Riders,1,0,0,0,0.0
2009,SP Goswami,Royal Challengers Bangalore,60,53,6,0,88.33
2009,NV Ojha,Rajasthan Royals,144,168,11,11,116.67
2009/10,SR Tendulkar,Mumbai Indians,463,616,86,3,133.05
2009/10,DPMD Jayawardene,Kings XI Punjab,299,443,55,12,148.16
2009/10,P Kumar,Royal Challengers Bangalore,8,4,0,0,50.0
2009/10,SA Asnodkar,Rajasthan Royals,4,5,1,0,125.0
2009/10,M Morkel,Rajasthan Royals,16,9,1,0,56.25
2009/10,PD Collingwood,Delhi Daredevils,156,203,9,13,130.13
2009/10,RJ Harris,Deccan Chargers,39,45,2,2,115.38
2009/10,Pankaj Singh,Royal Challengers Bangalore,2,1,0,0,50.0
2011,M Vijay,Chennai Super Kings,339,434,34,20,128.02
2011,MS Bisla,Kolkata Knight Riders,89,72,8,0,80.9
2011,RA Jadeja,Kochi Tuskers Kerala,227,282,20,14,124.23
2011,AB Dinda,Delhi Daredevils,5,0,0,0,0.0
2011,P Kumar,Kings XI Punjab,31,27,2,1,87.1
2011,S Badrinath,Chennai Super Kings,312,394,38,9,126.28
2011,SB Wagh,Pune Warriors,3,2,0,0,66.67
2011,L Balaji,Kolkata Knight Riders,2,4,0,0,200.0
2011,Bipul Sharma,Kings XI Punjab,18,23,1,0,127.78
2011,SJ Srivastava,Kings XI Punjab,3,4,0,0,133.33
2011,CJ Ferguson,Pune Warriors,54,48,6,0,88.89
2011,AA Chavan,Rajasthan Royals,3,1,0,0,33.33
2011,ND Doshi,Rajasthan Royals,13,0,0,0,0.0
2012,WD Parnell,Pune Warriors,27,19,2,0,70.37
2012,Harmeet Singh,Kings XI Punjab,7,15,3,0,214.29
2012,MA Agarwal,Royal Challengers Bangalore,157,225,19,15,143.31
2012,DW Steyn,Deccan Chargers,21,19,0,1,90.48
2012,AD Mascarenhas,Kings XI Punjab,16,14,1,0,87.5
2012,KC Sangakkara,Deccan Chargers,183,194,21,3,106.01
2012,GB Hogg,Rajasthan Royals,16,15,1,0,93.75
2012,IR Jaggi,Deccan Chargers,21,15,0,0,71.43
2012,V Pratap Singh,Deccan Chargers,1,0,0,0,0.0
2012,SR Watson,Rajasthan Royals,168,255,26,14,151.79
2013,V Kohli,Royal Challengers Bangalore,454,636,65,22,140.09
2013,KK Nair,Royal Challengers Bangalore,12,9,0,0,75.0
2013,AT Rayudu,Mumbai Indians,229,264,22,4,115.28
2013,RA Jadeja,Chennai Super Kings,134,200,17,6,149.25
2013,TL Suman,Pune Warriors,58,52,8,0,89.66
2013,DH Yagnik,Rajasthan Royals,93,124,17,2,133.33
2013,LR Shukla,Kolkata Knight Riders,12,3,0,0,25.0
2013,Gurkeerat Singh,Kings XI Punjab,95,108,10,3,113.68
2013,R McLaren,Kolkata Knight Riders,6,3,0,0,50.0
2013,J Syed Mohammad,Royal Challengers Bangalore,13,10,1,0,76.92
2013,A Chandila,Rajasthan Royals,6,4,0,0,66.67
2013,M Manhas,Pune Warriors,17,13,1,0,76.47
2013,B Chipli,Delhi Daredevils,17,16,1,1,94.12
2014,JH Kallis,Kolkata Knight Riders,128,151,13,4,117.97
2014,CM Gautam,Mumbai Indians,110,121,13,5,110.0
2014,M Vijay,Delhi Daredevils,192,207,20,5,107.81
2014,LRPL Taylor,Delhi Daredevils,59,59,6,0,100.0
2014,PA Patel,Royal Challengers Bangalore,185,205,30,1,110.81
2014,DJG Sammy,Sunrisers Hyderabad,91,108,4,8,118.68
2014,AM Rahane,Rajasthan Royals,291,339,38,3,116.49
2014,BJ Hodge,Rajasthan Royals,72,101,4,6,140.28
2014,R Rampaul,Royal Challengers Bangalore,13,13,0,1,100.0
2014,KK Nair,Rajasthan Royals,232,330,38,9,142.24
2014,UT Yadav,Kolkata Knight Riders,4,2,0,0,50.0
2014,CH Gayle,Royal Challengers Bangalore,184,196,18,12,106.52
2014,R Tewatia,Rajasthan Royals,13,16,0,1,123.08
2015,MK Pandey,Kolkata Knight Riders,184,225,22,7,122.28
2015,KM Jadhav,Delhi Daredevils,140,189,16,7,135.0
2015,Anureet Singh,Kings XI Punjab,31,18,0,1,58.06
2015,Karanveer Singh,Kings XI Punjab,16,11,1,0,68.75
2015,V Kohli,Royal Challengers Bangalore,386,505,35,23,130.83
2015,SE Marsh,Kings XI Punjab,62,89,9,3,143.55
2015,SN Khan,Royal Challengers Bangalore,70,110,12,2,157.14
2023,MM Ali,Chennai Super Kings,87,122,12,6,140.23
2023,KL Rahul,Lucknow Super Giants,241,274,28,4,113.69
2023,MP Stoinis,Lucknow Super Giants,271,408,28,27,150.55
2023,N Pooran,Lucknow Super Giants,207,358,26,26,172.95
2023,A Badoni,Lucknow Super Giants,171,237,13,12,138.6
2023,N Wadhera,Mumbai Indians,165,241,23,12,146.06
2023,GJ Maxwell,Royal Challengers Bangalore,218,400,29,31,183.49
2016,KD Karthik,Gujarat Lions,266,335,38,3,125.94
2016,RA Jadeja,Gujarat Lions,175,189,14,4,108.0
2016,MC Henriques,Sunrisers Hyderabad,157,182,15,6,115.92
2016,EJG Morgan,Sunrisers Hyderabad,105,123,8,4,117.14
2016,KL Rahul,Royal Challengers Bangalore,271,397,37,16,146.49
2016,TM Head,Royal Challengers Bangalore,39,53,3,2,135.9
2016,SS Tiwary,Rising Pune Supergiants,139,169,17,4,121.58
2016,KS Williamson,Sunrisers Hyderabad,122,124,14,0,101.64
2016,J Yadav,Delhi Daredevils,10,6,0,0,60.0
2016,F Behardien,Kings XI Punjab,13,14,2,0,107.69
2016,M Morkel,Kolkata Knight Riders,1,1,0,0,100.0
2016,Iqbal Abdulla,Royal Challengers Bangalore,26,36,4,1,138.46
2017,HM Amla,Kings XI Punjab,287,418,40,17,145.64
2017,SW Billings,Delhi Daredevils,103,138,19,1,133.98
2017,F du Plessis,Rising Pune Supergiant,7,8,1,0,114.29
2017,Rashid Khan,Sunrisers Hyderabad,9,11,0,1,122.22
2017,MM Sharma,Kings XI Punjab,50,51,4,1,102.0
2017,Ankit Sharma,Rising Pune Supergiant,15,25,2,1,166.67
2017,S Badree,Royal Challengers Bangalore,23,13,0,0,56.52
2017,Shakib Al Hasan,Kolkata Knight Riders,1,1,0,0,100.0
2018,E Lewis,Mumbai Indians,276,382,32,24,138.41
2018,MP Stoinis,Kings XI Punjab,75,98,6,4,130.67
2018,BB McCullum,Royal Challengers Bangalore,87,121,16,5,139.08
2018,SN Khan,Royal Challengers Bangalore,41,51,7,1,124.39
2018,CR Woakes,Royal Challengers Bangalore,19,17,1,1,89.47
2018,BA Stokes,Rajasthan Royals,160,195,13,6,121.88
2018,YK Pathan,Sunrisers Hyderabad,200,260,22,11,130.0
2018,M Vijay,Chennai Super Kings,10,12,0,1,120.0
2018,UT Yadav,Royal Challengers Bangalore,11,3,0,0,27.27
2018,RK Bhui,Sunrisers Hyderabad,5,0,0,0,0.0
2018,PP Shaw,Delhi Daredevils,160,245,27,10,153.13
2018,B Kumar,Sunrisers Hyderabad,16,13,1,0,81.25
2018,IS Sodhi,Rajasthan Royals,6,1,0,0,16.67
2019,Navdeep Saini,Royal Challengers Bangalore,4,2,0,0,50.0
2019,AT Rayudu,Chennai Super Kings,301,282,20,7,93.69
2019,R Tewatia,Delhi Capitals,22,26,2,1,118.18
2019,KH Pandya,Mumbai Indians,150,183,18,5,122.0
2019,SN Khan,Kings XI Punjab,141,174,18,4,123.4
2019,R Ashwin,Kings XI Punjab,28,42,3,3,150.0
2019,KK Nair,Kings XI Punjab,6,5,0,0,83.33
2019,AJ Turner,Rajasthan Royals,10,3,0,0,30.0
2019,TA Boult,Delhi Capitals,4,7,0,1,175.0
2020/21,KA Pollard,Mumbai Indians,149,281,17,22,188.59
2020/21,GJ Maxwell,Kings XI Punjab,105,104,8,0,99.05
2020/21,V Kohli,Royal Challengers Bangalore,384,468,24,11,121.88
2020/21,V Shankar,Sunrisers Hyderabad,96,97,10,1,101.04
2020/21,KL Nagarkoti,Kolkata Knight Riders,31,22,1,0,70.97
2020/21,I Udana,Royal Challengers Bangalore,11,15,1,1,136.36
2020/21,DL Chahar,Chennai Super Kings,12,7,0,0,58.33
2020/21,Imran Tahir,Chennai Super Kings,10,13,2,0,130.0
2020/21,P Dubey,Delhi Capitals,13,7,0,0,53.85
2021,RD Chahar,Mumbai Indians,15,14,1,0,93.33
2021,Harbhajan Singh,Kolkata Knight Riders,4,4,0,0,100.0
2021,Virat Singh,Sunrisers Hyderabad,26,15,1,0,57.69
2021,SP Narine,Kolkata Knight Riders,47,62,3,5,131.91
2021,E Lewis,Rajasthan Royals,93,151,18,7,162.37
2021,SN Khan,Punjab Kings,4,0,0,0,0.0
2022,AM Rahane,Kolkata Knight Riders,128,133,14,4,103.91
2022,Ishan Kishan,Mumbai Indians,346,414,44,11,119.65
2022,M Shahrukh Khan,Punjab Kings,108,117,4,9,108.33
2022,PVD Chameera,Lucknow Super Giants,28,43,3,3,153.57
2022,MS Wade,Gujarat Titans,138,157,23,2,113.77
2022,DJ Willey,Royal Challengers Bangalore,30,18,3,0,60.0
2022,Mukesh Choudhary,Chennai Super Kings,6,6,1,0,100.0
2022,GJ Maxwell,Royal Challengers Bangalore,177,301,31,15,170.06
2022,HE van der Dussen,Rajasthan Royals,24,22,2,0,91.67
2022,Avesh Khan,Lucknow Super Giants,13,22,0,3,169.23
2022,NT Ellis,Punjab Kings,2,0,0,0,0.0
2022,MJ Santner,Chennai Super Kings,27,22,3,0,81.48
2023,Abishek Porel,Delhi Capitals,31,33,1,2,106.45
2023,Anuj Rawat,Royal Challengers Bangalore,71,91,6,4,128.17
2023,A Manohar,Gujarat Titans,83,114,6,7,137.35
2023,MW Short,Punjab Kings,92,117,15,4,127.17
2023,AS Joseph,Gujarat Titans,12,7,1,0,58.33
2023,Mohammed Shami,Gujarat Titans,6,5,1,0,83.33
2024,MR Marsh,Delhi Capitals,38,61,9,3,160.53
2024,RK Bhui,Delhi Capitals,9,3,0,0,33.33
2024,Abishek Porel,Delhi Capitals,204,326,36,13,159.8
2024,Q de Kock,Lucknow Super Giants,186,250,29,9,134.41
2024,KH Pandya,Lucknow Super Giants,105,133,8,5,126.67
2024,S Dhawan,Punjab Kings,121,152,18,4,125.62
2024,JM Bairstow,Punjab Kings,195,298,33,14,152.82
2025,RG Sharma,Mumbai Indians,279,416,41,22,149.1
2025,RD Rickelton,Mumbai Indians,255,388,47,17,152.16
2025,MR Marsh,Lucknow Super Giants,381,627,56,37,164.57
2025,F du Plessis,Delhi Capitals,161,197,17,8,122.36
2025,Priyansh Arya,Punjab Kings,298,545,60,31,182.89
2025,MP Stoinis,Punjab Kings,85,160,8,15,188.24
2024,Kumar Kushagra,Delhi Capitals,7,3,0,0,42.86
2024,JD Unadkat,Sunrisers Hyderabad,26,24,2,1,92.31
2024,Mohammad Nabi,Mumbai Indians,31,35,2,2,112.9
2024,HV Patel,Punjab Kings,19,13,1,1,68.42
2024,Swapnil Singh,Royal Challengers Bengaluru,21,37,3,3,176.19
2024,AA Kulkarni,Lucknow Super Giants,8,9,2,0,112.5
2024,MJ Santner,Chennai Super Kings,17,14,1,0,82.35
2025,V Shankar,Chennai Super Kings,90,117,8,3,130.0
2025,Akash Deep,Lucknow Super Giants,2,6,0,1,300.0
2025,Prince Yadav,Lucknow Super Giants,10,5,0,0,50.0
2007/08,SC Ganguly,Kolkata Knight Riders,305,349,33,15,114.43
2007/08,RT Ponting,Kolkata Knight Riders,53,39,2,1,73.58
2007/08,PA Patel,Chennai Super Kings,295,297,41,3,100.68
2007/08,ML Hayden,Chennai Super Kings,127,179,22,6,140.94
2007/08,K Goel,Kings XI Punjab,78,76,7,4,97.44
2007/08,IK Pathan,Kings XI Punjab,115,130,9,6,113.04
2007/08,SK Warne,Rajasthan Royals,58,69,7,2,118.97
2007/08,ST Jayasuriya,Mumbai Indians,308,508,57,30,164.94
2007/08,Kamran Akmal,Rajasthan Royals,77,124,12,8,161.04
2007/08,MF Maharoof,Delhi Daredevils,79,125,10,7,158.23
2009,RS Bopara,Kings XI Punjab,119,138,8,7,115.97
2009,K Goel,Kings XI Punjab,133,124,9,4,93.23
2009,AC Gilchrist,Deccan Chargers,322,486,52,29,150.93
2009,PC Valthaty,Rajasthan Royals,12,6,1,0,50.0
2009,AS Raut,Rajasthan Royals,61,78,5,3,127.87
2009,DR Smith,Deccan Chargers,131,215,12,15,164.12
2009,PR Shah,Mumbai Indians,51,53,4,2,103.92
2009,MV Boucher,Royal Challengers Bangalore,114,143,8,5,125.44
2009,WA Mota,Kings XI Punjab,48,30,0,0,62.5
2009,LA Carseldine,Rajasthan Royals,66,80,11,0,121.21
2009/10,WPUJC Vaas,Deccan Chargers,34,30,1,1,88.24
2009/10,AA Jhunjhunwala,Rajasthan Royals,166,183,16,4,110.24
2009/10,SK Warne,Rajasthan Royals,19,10,0,0,52.63
2009/10,M Vijay,Chennai Super Kings,292,458,36,26,156.85
2009/10,JM Kemp,Chennai Super Kings,24,26,1,1,108.33
2009/10,JA Morkel,Chennai Super Kings,131,198,10,13,151.15
2009/10,L Balaji,Chennai Super Kings,20,18,1,1,90.0
2009/10,AJ Finch,Rajasthan Royals,21,21,0,1,100.0
2011,Iqbal Abdulla,Kolkata Knight Riders,12,15,1,0,125.0
2011,MA Agarwal,Royal Challengers Bangalore,117,137,16,4,117.09
2011,DA Warner,Delhi Daredevils,275,324,34,11,117.82
2011,AM Nayar,Kings XI Punjab,66,60,9,0,90.91
2011,JD Ryder,Pune Warriors,196,288,36,11,146.94
2011,Joginder Sharma,Chennai Super Kings,1,0,0,0,0.0
2011,BJ Haddin,Kolkata Knight Riders,11,18,2,1,163.64
2011,RJ Harris,Kings XI Punjab,38,30,3,0,78.95
2011,MK Pandey,Pune Warriors,227,246,28,6,108.37
2011,AC Blizzard,Mumbai Indians,87,120,21,2,137.93
2011,AB McDonald,Delhi Daredevils,7,8,0,0,114.29
2011,S Sriram,Delhi Daredevils,7,4,0,0,57.14
2012,M Vijay,Chennai Super Kings,265,336,39,10,126.79
2012,LR Shukla,Kolkata Knight Riders,57,75,4,5,131.58
2012,R Dravid,Rajasthan Royals,412,462,63,4,112.14
2012,SS Tiwary,Royal Challengers Bangalore,167,189,9,8,113.17
2012,DJ Harris,Deccan Chargers,101,111,11,5,109.9
2012,CL White,Deccan Chargers,319,475,40,20,148.9
2012,DT Christian,Deccan Chargers,118,145,8,6,122.88
2012,R Sharma,Pune Warriors,11,2,0,0,18.18
2012,DA Miller,Kings XI Punjab,75,98,6,4,130.67
2012,RJ Peterson,Mumbai Indians,30,32,3,1,106.67
2012,AC Thomas,Pune Warriors,15,19,1,1,126.67
2013,PA Reddy,Sunrisers Hyderabad,101,91,9,0,90.1
2013,STR Binny,Rajasthan Royals,199,293,25,12,147.24
2013,BJ Hodge,Rajasthan Royals,217,292,27,9,134.56
2013,DR Smith,Mumbai Indians,340,418,40,19,122.94
2013,AC Gilchrist,Kings XI Punjab,229,294,41,6,128.38
2013,Mandeep Singh,Kings XI Punjab,223,260,36,0,116.59
2013,JA Morkel,Chennai Super Kings,37,46,2,3,124.32
2013,PP Ojha,Mumbai Indians,4,2,0,0,50.0
2013,MM Sharma,Chennai Super Kings,5,0,0,0,0.0
2014,KA Pollard,Mumbai Indians,202,272,15,15,134.65
2014,MA Agarwal,Delhi Daredevils,91,115,12,3,126.37
2014,JP Duminy,Delhi Daredevils,302,408,22,20,135.1
2014,DW Steyn,Sunrisers Hyderabad,26,22,1,0,84.62
2014,Q de Kock,Delhi Daredevils,130,153,19,4,117.69
2014,Mandeep Singh,Kings XI Punjab,25,24,2,0,96.0
2015,RG Sharma,Mumbai Indians,333,482,41,21,144.74
2015,YK Pathan,Kolkata Knight Riders,229,310,29,12,135.37
2015,MA Agarwal,Delhi Daredevils,176,213,23,7,121.02
2015,KL Rahul,Sunrisers Hyderabad,124,141,8,5,113.71
2015,KV Sharma,Sunrisers Hyderabad,85,104,3,6,122.35
2015,Parvez Rasool,Sunrisers Hyderabad,2,2,0,0,100.0
2015,CH Gayle,Royal Challengers Bangalore,331,490,39,38,148.04
2015,SA Abbott,Royal Challengers Bangalore,13,15,1,1,115.38
2015,UBT Chand,Mumbai Indians,83,102,13,2,122.89
2015,EJG Morgan,Sunrisers Hyderabad,151,187,11,11,123.84
2015,MS Bisla,Royal Challengers Bangalore,30,37,6,1,123.33
2015,SP Narine,Kolkata Knight Riders,1,0,0,0,0.0
2015,R Bhatia,Rajasthan Royals,1,0,0,0,0.0
2016,HH Pandya,Mumbai Indians,63,44,4,0,69.84
2016,KP Pietersen,Rising Pune Supergiants,61,73,4,3,119.67
2023,Rashid Khan,Gujarat Titans,60,130,8,13,216.67
2023,RR Rossouw,Delhi Capitals,140,207,17,11,147.86
2023,Mukesh Kumar,Delhi Capitals,9,7,0,0,77.78
2023,Tilak Varma,Mumbai Indians,208,342,26,23,164.42
2016,DA Warner,Sunrisers Hyderabad,558,844,87,31,151.25
2016,DJ Hooda,Sunrisers Hyderabad,119,138,8,5,115.97
2016,C Munro,Kolkata Knight Riders,30,30,3,0,100.0
2016,PP Chawla,Kolkata Knight Riders,26,27,4,0,103.85
2016,Gurkeerat Singh,Kings XI Punjab,86,113,11,3,131.4
2017,Yuvraj Singh,Sunrisers Hyderabad,176,248,29,8,140.91
2017,RV Uthappa,Kolkata Knight Riders,235,388,36,21,165.11
2017,R Bhatia,Rising Pune Supergiant,17,16,0,1,94.12
2017,IK Pathan,Gujarat Lions,3,2,0,0,66.67
2017,AS Rajpoot,Kolkata Knight Riders,7,4,1,0,57.14
2018,SK Raina,Chennai Super Kings,335,445,46,12,132.84
2018,RV Uthappa,Kolkata Knight Riders,264,350,30,21,132.58
2018,SV Samson,Rajasthan Royals,319,441,30,19,138.24
2018,JJ Roy,Delhi Daredevils,94,120,9,7,127.66
2018,H Klaasen,Rajasthan Royals,47,57,5,1,121.28
2018,BB Sran,Kings XI Punjab,7,3,0,0,42.86
2018,MK Tiwary,Kings XI Punjab,44,47,4,1,106.82
2018,M Prasidh Krishna,Kolkata Knight Riders,5,1,0,0,20.0
2019,Shubman Gill,Kolkata Knight Riders,237,295,21,10,124.47
2019,CA Ingram,Delhi Capitals,154,184,20,5,119.48
2019,Kuldeep Yadav,Kolkata Knight Riders,8,12,1,0,150.0
2019,SN Thakur,Chennai Super Kings,7,14,1,1,200.0
2019,Harpreet Brar,Kings XI Punjab,12,20,2,1,166.67
2020/21,S Dhawan,Delhi Capitals,425,613,66,13,144.24
2020/21,A Nortje,Delhi Capitals,6,7,0,0,116.67
2020/21,AB de Villiers,Royal Challengers Bangalore,287,453,33,23,157.84
2020/21,N Rana,Kolkata Knight Riders,254,352,43,12,138.58
2020/21,AD Russell,Kolkata Knight Riders,79,115,9,9,145.57
2020/21,Abdul Samad,Sunrisers Hyderabad,67,113,8,6,168.66
2020/21,K Rabada,Delhi Capitals,49,56,4,2,114.29
2020/21,JDS Neesham,Kings XI Punjab,18,19,0,1,105.56
2020/21,Mohammed Shami,Kings XI Punjab,3,2,0,0,66.67
2020/21,RK Singh,Kolkata Knight Riders,11,11,1,0,100.0
2021,RM Patidar,Royal Challengers Bangalore,62,71,3,3,114.52
2021,JM Bairstow,Sunrisers Hyderabad,175,248,20,15,141.71
2021,V Shankar,Sunrisers Hyderabad,52,58,1,3,111.54
2021,BA Stokes,Rajasthan Royals,3,0,0,0,0.0
2021,D Padikkal,Royal Challengers Bangalore,327,410,44,14,125.38
2021,S Nadeem,Sunrisers Hyderabad,1,0,0,0,0.0
2021,R Ashwin,Delhi Capitals,42,44,2,1,104.76
2021,K Rabada,Delhi Capitals,6,13,2,0,216.67
2021,KK Ahmed,Sunrisers Hyderabad,2,1,0,0,50.0
2021,Anmolpreet Singh,Mumbai Indians,14,16,2,1,114.29
2021,SS Tiwary,Mumbai Indians,97,115,10,2,118.56
2021,AR Patel,Delhi Capitals,46,40,2,1,86.96
2021,JJ Roy,Sunrisers Hyderabad,120,150,21,1,125.0
2021,RV Patel,Delhi Capitals,27,25,3,0,92.59
2022,F du Plessis,Royal Challengers Bangalore,367,468,49,13,127.52
2022,YBK Jaiswal,Rajasthan Royals,191,253,27,10,132.46
2022,K Rabada,Punjab Kings,42,48,5,2,114.29
2022,AS Joseph,Gujarat Titans,7,5,0,0,71.43
2022,T Stubbs,Mumbai Indians,4,2,0,0,50.0
2022,PK Garg,Sunrisers Hyderabad,33,46,4,2,139.39
2023,Anmolpreet Singh,Sunrisers Hyderabad,82,105,15,2,128.05
2023,R Shepherd,Lucknow Super Giants,1,0,0,0,0.0
2023,YV Dhull,Delhi Capitals,23,16,1,0,69.57
2023,MK Lomror,Royal Challengers Bangalore,96,134,9,8,139.58
2023,Yudhvir Singh,Lucknow Super Giants,2,1,0,0,50.0
2023,JR Hazlewood,Royal Challengers Bangalore,2,1,0,0,50.0
2023,KM Jadhav,Royal Challengers Bangalore,10,12,1,0,120.0
2023,MD Shanaka,Gujarat Titans,26,26,2,1,100.0
2023,K Kartikeya,Mumbai Indians,7,6,1,0,85.71
2024,TH David,Mumbai Indians,150,234,14,14,156.0
2024,R Shepherd,Mumbai Indians,21,57,5,5,271.43
2024,Dhruv Jurel,Rajasthan Royals,141,195,18,7,138.3
2024,AR Patel,Delhi Capitals,179,235,19,10,131.28
2024,Shubman Gill,Gujarat Titans,289,426,37,15,147.4
2024,RA Jadeja,Chennai Super Kings,187,267,22,8,142.78
2025,PD Salt,Royal Challengers Bengaluru,227,399,47,22,175.77
2025,N Rana,Rajasthan Royals,134,217,27,9,161.94
2025,SO Hetmyer,Rajasthan Royals,168,245,18,11,145.83
2025,N Pooran,Lucknow Super Giants,265,519,44,40,195.85
2025,Shahbaz Ahmed,Lucknow Super Giants,8,9,1,0,112.5
2024,MS Wade,Gujarat Titans,6,4,0,0,66.67
2024,TA Boult,Rajasthan Royals,16,14,2,0,87.5
2024,MK Pandey,Kolkata Knight Riders,30,42,2,2,140.0
2024,Sanvir Singh,Sunrisers Hyderabad,12,14,1,0,116.67
2025,B Kumar,Royal Challengers Bengaluru,25,14,1,0,56.0
2025,KL Rahul,Delhi Capitals,363,546,53,21,150.41
2025,Washington Sundar,Gujarat Titans,80,133,10,7,166.25
2025,D Ferreira,Delhi Capitals,3,1,0,0,33.33
2025,A Mhatre,Chennai Super Kings,127,240,31,11,188.98
2025,D Brevis,Chennai Super Kings,125,225,13,17,180.0
2007/08,S Badrinath,Chennai Super Kings,130,192,21,8,147.69
2007/08,SM Pollock,Mumbai Indians,111,147,12,8,132.43
2007/08,BJ Hodge,Kolkata Knight Riders,17,12,2,0,70.59
2007/08,SP Fleming,Chennai Super Kings,162,192,26,3,118.52
2007/08,RR Raje,Mumbai Indians,9,8,1,0,88.89
2007/08,PP Ojha,Deccan Chargers,4,2,0,0,50.0
2007/08,A Mukund,Chennai Super Kings,1,0,0,0,0.0
2009,P Kumar,Royal Challengers Bangalore,46,65,1,6,141.3
2009,Kamran Khan,Rajasthan Royals,5,3,0,0,60.0
2009,Yuvraj Singh,Kings XI Punjab,294,340,25,16,115.65
2009,G Gambhir,Delhi Daredevils,276,284,32,2,102.9
2009,R Bishnoi,Royal Challengers Bangalore,17,19,1,2,111.76
2009,T Kohli,Kings XI Punjab,4,1,0,0,25.0
2009,AN Ghosh,Kolkata Knight Riders,8,7,1,0,87.5
2009,A Mishra,Delhi Daredevils,20,26,2,2,130.0
2009,PJ Sangwan,Delhi Daredevils,10,6,0,0,60.0
2009,RE van der Merwe,Royal Challengers Bangalore,98,122,8,8,124.49
2009,RJ Harris,Deccan Chargers,18,21,0,0,116.67
2009,RR Raje,Mumbai Indians,9,12,0,1,133.33
2009/10,RG Sharma,Deccan Chargers,300,403,36,14,134.33
2009/10,RS Bopara,Kings XI Punjab,214,248,25,3,115.89
2009/10,M Manhas,Delhi Daredevils,149,157,14,0,105.37
2009/10,SP Goswami,Royal Challengers Bangalore,10,8,2,0,80.0
2009/10,MK Pandey,Royal Challengers Bangalore,225,248,27,7,110.22
2009/10,R Dravid,Royal Challengers Bangalore,199,256,34,3,128.64
2009/10,ML Hayden,Chennai Super Kings,279,346,37,16,124.01
2009/10,SK Raina,Chennai Super Kings,364,520,45,22,142.86
2009/10,M Muralitharan,Chennai Super Kings,2,1,0,0,50.0
2009/10,KA Pollard,Mumbai Indians,146,273,23,17,186.99
2009/10,FY Fazal,Rajasthan Royals,153,164,19,1,107.19
2009/10,GJ Bailey,Chennai Super Kings,27,18,2,0,66.67
2009/10,AB McDonald,Delhi Daredevils,52,65,3,2,125.0
2009/10,SR Watson,Rajasthan Royals,113,181,17,9,160.18
2009/10,MEK Hussey,Chennai Super Kings,44,37,2,0,84.09
2009/10,A Nehra,Delhi Daredevils,19,22,2,1,115.79
2009/10,B Sumanth,Deccan Chargers,37,35,3,0,94.59
2009/10,Iqbal Abdulla,Kolkata Knight Riders,1,0,0,0,0.0
2009/10,STR Binny,Mumbai Indians,5,8,1,0,160.0
2011,LR Shukla,Kolkata Knight Riders,10,14,2,0,140.0
2011,DPMD Jayawardene,Kochi Tuskers Kerala,257,299,35,5,116.34
2011,UBT Chand,Delhi Daredevils,12,2,0,0,16.67
2011,KD Karthik,Kings XI Punjab,220,282,32,7,128.18
2011,Yuvraj Singh,Pune Warriors,261,343,24,18,131.42
2011,WD Parnell,Pune Warriors,39,37,2,1,94.87
