season,batter,batting_team,balls_faced,total_runs,fours,sixes,strike_rate
2018,CR Brathwaite,Sunrisers Hyderabad,48,75,1,8,156.25
2019,YK Pathan,Sunrisers Hyderabad,45,40,1,1,88.89
2019,RV Uthappa,Kolkata Knight Riders,247,284,28,10,114.98
2019,M Markande,Mumbai Indians,5,6,1,0,120.0
2019,RK Bhui,Sunrisers Hyderabad,12,7,0,0,58.33
2019,E Lewis,Mumbai Indians,52,48,4,2,92.31
2019,Gurkeerat Singh,Royal Challengers Bangalore,70,98,11,2,140.0
2019,I Sharma,Delhi Capitals,3,10,1,1,333.33
2020/21,R Ashwin,Delhi Capitals,34,37,3,1,108.82
2020/21,SV Samson,Rajasthan Royals,234,373,21,26,159.4
2020/21,JC Archer,Rajasthan Royals,60,101,5,8,168.33
2020/21,Navdeep Saini,Royal Challengers Bangalore,27,27,3,0,100.0
2020/21,SS Cottrell,Kings XI Punjab,2,0,0,0,0.0
2021,DT Christian,Royal Challengers Bangalore,23,13,1,0,56.52
2021,MM Ali,Chennai Super Kings,260,357,31,19,137.31
2021,PJ Cummins,Kolkata Knight Riders,56,93,5,8,166.07
2021,Shivam Mavi,Kolkata Knight Riders,20,25,2,2,125.0
2021,JDS Neesham,Mumbai Indians,2,0,0,0,0.0
2022,Tilak Varma,Mumbai Indians,302,397,29,16,131.46
2022,Mandeep Singh,Delhi Capitals,23,18,4,0,78.26
2022,Shubman Gill,Gujarat Titans,362,479,50,11,132.32
2022,NM Coulter-Nile,Rajasthan Royals,2,1,0,0,50.0
2022,B Kumar,Sunrisers Hyderabad,25,24,3,0,96.0
2022,SP Narine,Kolkata Knight Riders,40,71,6,6,177.5
2022,UT Yadav,Kolkata Knight Riders,40,55,4,4,137.5
2022,PWH de Silva,Royal Challengers Bangalore,43,38,4,1,88.37
2022,VG Arora,Punjab Kings,13,5,0,0,38.46
2022,SN Khan,Delhi Capitals,67,91,9,2,135.82
2022,KR Sen,Rajasthan Royals,3,0,0,0,0.0
2022,FA Allen,Mumbai Indians,7,8,1,0,114.29
2022,M Theekshana,Chennai Super Kings,7,7,0,1,100.0
2023,JO Holder,Rajasthan Royals,11,12,0,1,109.09
2023,Harpreet Singh,Punjab Kings,58,72,7,3,124.14
2023,AJ Hosein,Sunrisers Hyderabad,10,16,1,1,160.0
2023,KS Sharma,Lucknow Super Giants,21,12,0,0,57.14
2023,JE Root,Rajasthan Royals,15,10,1,0,66.67
2024,Tilak Varma,Mumbai Indians,277,415,35,19,149.82
2024,VR Iyer,Kolkata Knight Riders,233,370,35,19,158.8
2024,N Pooran,Lucknow Super Giants,279,499,35,36,178.85
2024,AK Markram,Sunrisers Hyderabad,175,220,18,4,125.71
2024,RJW Topley,Royal Challengers Bengaluru,6,3,0,0,50.0
2024,Mohammed Siraj,Royal Challengers Bengaluru,8,12,0,2,150.0
2024,Rasikh Salam,Delhi Capitals,30,28,4,0,93.33
2025,RM Patidar,Royal Challengers Bengaluru,217,312,25,14,143.78
2025,H Klaasen,Sunrisers Hyderabad,279,484,42,25,173.48
2025,R Parag,Rajasthan Royals,236,392,27,27,166.1
2025,R Minz,Mumbai Indians,15,6,0,0,40.0
2025,PVSN Raju,Mumbai Indians,1,1,0,0,100.0
2025,A Badoni,Lucknow Super Giants,221,329,27,14,148.87
2025,Abishek Porel,Delhi Capitals,205,301,28,12,146.83
2025,MA Starc,Delhi Capitals,10,6,0,0,60.0
2025,GJ Maxwell,Punjab Kings,49,48,5,1,97.96
2025,JC Buttler,Gujarat Titans,330,538,52,24,163.03
2024,Sikandar Raza,Punjab Kings,38,43,2,2,113.16
2024,Harpreet Brar,Punjab Kings,54,75,8,2,138.89
2024,A Manohar,Gujarat Titans,16,9,1,0,56.25
2024,Akash Deep,Royal Challengers Bengaluru,2,2,0,0,100.0
2024,RJ Gleeson,Chennai Super Kings,2,2,0,0,100.0
2025,JM Sharma,Royal Challengers Bengaluru,147,261,24,17,177.55
2025,Rashid Khan,Gujarat Titans,28,40,2,3,142.86
2025,N Wadhera,Punjab Kings,251,368,28,21,146.61
2025,JJ Bumrah,Mumbai Indians,1,0,0,0,0.0
2025,MP Breetzke,Lucknow Super Giants,12,14,1,1,116.67
2007/08,MEK Hussey,Chennai Super Kings,100,168,12,11,168.0
2007/08,SB Bangar,Deccan Chargers,49,47,1,3,95.92
2007/08,WPUJC Vaas,Deccan Chargers,17,15,0,0,88.24
2007/08,S Sreesanth,Kings XI Punjab,3,0,0,0,0.0
2007/08,AM Rahane,Mumbai Indians,17,4,1,0,23.53
2007/08,SA Asnodkar,Rajasthan Royals,231,311,43,6,134.63
2007/08,JA Morkel,Chennai Super Kings,162,235,18,13,145.06
2007/08,A Mishra,Delhi Daredevils,42,37,3,0,88.1
2007/08,NK Patel,Rajasthan Royals,81,103,13,1,127.16
2009,B Akhil,Royal Challengers Bangalore,15,17,1,1,113.33
2009,NK Patel,Rajasthan Royals,38,18,1,0,47.37
2009,JH Kallis,Royal Challengers Bangalore,331,360,37,8,108.76
2009,M Morkel,Rajasthan Royals,8,8,1,0,100.0
2009,AB McDonald,Delhi Daredevils,4,3,0,0,75.0
2009,SS Shaikh,Kolkata Knight Riders,7,6,1,0,85.71
2009/10,SC Ganguly,Kolkata Knight Riders,418,493,58,15,117.94
2009/10,BJ Hodge,Kolkata Knight Riders,90,99,11,1,110.0
2009/10,LR Shukla,Kolkata Knight Riders,26,36,3,2,138.46
2009/10,SE Bond,Kolkata Knight Riders,2,1,0,0,50.0
2009/10,DJ Bravo,Mumbai Indians,53,61,3,4,115.09
2009/10,A Mishra,Delhi Daredevils,50,38,1,0,76.0
2009/10,KP Pietersen,Royal Challengers Bangalore,157,236,23,8,150.32
2009/10,DL Vettori,Delhi Daredevils,27,33,4,0,122.22
2009/10,KP Appanna,Royal Challengers Bangalore,3,2,0,0,66.67
2009/10,BAW Mendis,Kolkata Knight Riders,1,1,0,0,100.0
2011,AG Paunikar,Rajasthan Royals,54,48,9,0,88.89
2011,NJ Rimmington,Kings XI Punjab,1,1,0,0,100.0
2011,R Vinay Kumar,Kochi Tuskers Kerala,47,50,4,1,106.38
2011,CA Pujara,Royal Challengers Bangalore,31,34,4,0,109.68
2011,SA Asnodkar,Rajasthan Royals,9,9,1,0,100.0
2011,Harpreet Singh,Pune Warriors,20,14,0,0,70.0
2011,Mandeep Singh,Kings XI Punjab,41,47,4,1,114.63
2012,SB Jakati,Chennai Super Kings,12,7,0,0,58.33
2012,SR Tendulkar,Mumbai Indians,283,324,39,4,114.49
2012,SC Ganguly,Pune Warriors,271,268,30,4,98.89
2012,AB de Villiers,Royal Challengers Bangalore,197,318,26,15,161.42
2012,S Dhawan,Deccan Chargers,438,568,58,18,129.68
2012,BA Bhatt,Kings XI Punjab,2,6,0,1,300.0
2012,CJ McKay,Mumbai Indians,15,8,0,0,53.33
2012,NLTC Perera,Mumbai Indians,9,4,0,0,44.44
2012,AUK Pathan,Royal Challengers Bangalore,7,6,0,0,85.71
2012,Gurkeerat Singh,Kings XI Punjab,52,86,12,2,165.38
2013,RG Sharma,Mumbai Indians,408,532,35,27,130.39
2013,PA Patel,Sunrisers Hyderabad,255,294,37,4,115.29
2013,Yuvraj Singh,Pune Warriors,190,238,14,15,125.26
2013,KK Cooper,Rajasthan Royals,22,39,4,2,177.27
2013,AS Rajpoot,Chennai Super Kings,6,2,0,0,33.33
2013,PP Chawla,Kings XI Punjab,57,64,5,3,112.28
2013,RJ Harris,Kings XI Punjab,5,2,0,0,40.0
2013,A Mishra,Sunrisers Hyderabad,95,89,9,0,93.68
2013,MS Gony,Kings XI Punjab,25,45,4,3,180.0
2013,SMSM Senanayake,Kolkata Knight Riders,16,10,0,0,62.5
2013,CM Gautam,Delhi Daredevils,34,44,4,1,129.41
2014,Y Venugopal Rao,Sunrisers Hyderabad,63,71,8,0,112.7
2014,AM Nayar,Rajasthan Royals,46,39,4,1,84.78
2014,Z Khan,Mumbai Indians,7,8,0,1,114.29
2014,M Manhas,Chennai Super Kings,23,35,3,1,152.17
2014,BR Dunk,Mumbai Indians,35,40,7,0,114.29
2015,AJ Finch,Mumbai Indians,33,23,4,0,69.7
2015,G Gambhir,Kolkata Knight Riders,278,327,41,4,117.63
2015,CH Morris,Rajasthan Royals,45,70,3,4,155.56
2015,V Sehwag,Kings XI Punjab,84,99,12,3,117.86
2015,WP Saha,Kings XI Punjab,197,249,16,10,126.4
2015,P Kumar,Sunrisers Hyderabad,25,17,1,0,68.0
2015,MJ McClenaghan,Mumbai Indians,6,13,0,2,216.67
2015,DS Kulkarni,Rajasthan Royals,11,4,0,0,36.36
2015,M Vohra,Kings XI Punjab,81,82,4,5,101.23
2016,KA Pollard,Mumbai Indians,144,207,11,16,143.75
2016,F du Plessis,Rising Pune Supergiants,162,206,17,9,127.16
2016,P Negi,Delhi Daredevils,59,57,2,3,96.61
2023,RK Singh,Kolkata Knight Riders,313,461,31,27,147.28
2023,SN Thakur,Kolkata Knight Riders,70,113,13,4,161.43
2023,SO Hetmyer,Rajasthan Royals,196,299,12,23,152.55
2023,Ishan Kishan,Mumbai Indians,318,454,54,18,142.77
2016,MK Pandey,Kolkata Knight Riders,183,248,17,9,135.52
2016,TG Southee,Mumbai Indians,18,30,1,2,166.67
2016,P Kumar,Gujarat Lions,26,24,3,0,92.31
2016,IK Pathan,Rising Pune Supergiants,13,11,0,0,84.62
2016,R Ashwin,Rising Pune Supergiants,38,41,3,1,107.89
2016,MJ Guptill,Mumbai Indians,55,57,3,3,103.64
2016,KJ Abbott,Kings XI Punjab,8,13,0,1,162.5
2016,R Sathish,Kolkata Knight Riders,24,24,1,1,100.0
2017,DA Warner,Sunrisers Hyderabad,449,634,63,25,141.2
2017,KM Jadhav,Royal Challengers Bangalore,183,265,25,10,144.81
2017,YS Chahal,Royal Challengers Bangalore,26,13,0,0,50.0
2017,N Rana,Mumbai Indians,263,333,24,17,126.62
2017,KH Pandya,Mumbai Indians,179,243,24,7,135.75
2017,M Vohra,Kings XI Punjab,159,229,23,9,144.03
2017,CR Brathwaite,Delhi Daredevils,15,12,2,0,80.0
2017,DR Smith,Gujarat Lions,156,239,32,8,153.21
2017,RD Chahar,Rising Pune Supergiant,2,3,0,0,150.0
2017,KC Cariappa,Kings XI Punjab,7,2,0,0,28.57
2017,KV Sharma,Mumbai Indians,41,49,5,2,119.51
2017,SP Jackson,Kolkata Knight Riders,31,38,5,0,122.58
2018,V Shankar,Delhi Daredevils,147,211,11,11,143.54
2018,AB de Villiers,Royal Challengers Bangalore,275,480,39,30,174.55
2018,Mandeep Singh,Royal Challengers Bangalore,186,252,16,11,135.48
2018,Washington Sundar,Royal Challengers Bangalore,38,65,5,4,171.05
2018,S Nadeem,Delhi Daredevils,8,6,0,0,75.0
2018,M Vohra,Royal Challengers Bangalore,47,55,2,4,117.02
2018,Basil Thampi,Sunrisers Hyderabad,6,3,0,0,50.0
2018,TG Southee,Royal Challengers Bangalore,46,52,5,1,113.04
2019,SO Hetmyer,Royal Challengers Bangalore,73,90,4,7,123.29
2019,C de Grandhomme,Royal Challengers Bangalore,49,46,4,2,93.88
2019,UT Yadav,Royal Challengers Bangalore,25,25,3,1,100.0
2019,SS Iyer,Delhi Capitals,386,466,42,14,120.73
2019,SA Yadav,Mumbai Indians,324,424,45,10,130.86
2019,MJ McClenaghan,Mumbai Indians,16,11,2,0,68.75
2019,MA Agarwal,Kings XI Punjab,234,332,26,14,141.88
2019,SPD Smith,Rajasthan Royals,273,317,30,4,116.12
2019,DS Kulkarni,Rajasthan Royals,3,5,1,0,166.67
2019,DA Miller,Kings XI Punjab,163,213,19,7,130.67
2019,M Vijay,Chennai Super Kings,61,64,6,1,104.92
2020/21,SS Tiwary,Mumbai Indians,80,103,8,3,128.75
2020/21,RR Pant,Delhi Capitals,300,339,32,8,113.0
2020/21,N Pooran,Kings XI Punjab,209,353,23,25,168.9
2020/21,DA Warner,Sunrisers Hyderabad,406,547,52,14,134.73
2020/21,SP Narine,Kolkata Knight Riders,85,121,10,8,142.35
2020/21,NS Naik,Kolkata Knight Riders,3,1,0,0,33.33
2020/21,YS Chahal,Royal Challengers Bangalore,3,1,0,0,33.33
2020/21,Mohammad Nabi,Sunrisers Hyderabad,8,11,2,0,137.5
2020/21,CV Varun,Kolkata Knight Riders,15,10,0,0,66.67
2020/21,Gurkeerat Singh,Royal Challengers Bangalore,80,71,8,0,88.75
2020/21,DR Sams,Delhi Capitals,2,0,0,0,0.0
2020/21,SP Goswami,Sunrisers Hyderabad,4,0,0,0,0.0
2021,AB de Villiers,Royal Challengers Bangalore,211,313,23,16,148.34
2021,KA Jamieson,Royal Challengers Bangalore,55,65,5,3,118.18
2021,S Dhawan,Delhi Capitals,471,587,63,16,124.63
2021,Mohammad Nabi,Sunrisers Hyderabad,20,34,3,2,170.0
2021,CH Gayle,Punjab Kings,154,193,21,8,125.32
2021,Lalit Yadav,Delhi Capitals,70,63,6,0,90.0
2021,CV Varun,Kolkata Knight Riders,4,2,0,0,50.0
2021,FA Allen,Punjab Kings,11,5,0,0,45.45
2021,J Suchith,Sunrisers Hyderabad,6,14,2,1,233.33
2021,DJ Malan,Punjab Kings,26,26,1,1,100.0
2022,S Dube,Chennai Super Kings,184,287,22,16,155.98
2022,KL Rahul,Lucknow Super Giants,454,615,45,30,135.46
2022,JC Buttler,Rajasthan Royals,574,857,83,45,149.3
2022,R Parag,Rajasthan Royals,132,183,11,10,138.64
2022,D Pretorius,Chennai Super Kings,28,44,3,3,157.14
2022,JDS Neesham,Rajasthan Royals,27,31,3,0,114.81
2022,WP Saha,Gujarat Titans,259,317,40,7,122.39
2022,Shivam Mavi,Kolkata Knight Riders,7,3,0,0,42.86
2022,LH Ferguson,Gujarat Titans,4,5,1,0,125.0
2022,Simarjeet Singh,Chennai Super Kings,8,7,0,0,87.5
2022,Kartik Tyagi,Sunrisers Hyderabad,6,7,1,0,116.67
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,8,2,0,0,25.0
2023,Shahbaz Ahmed,Royal Challengers Bangalore,39,42,3,1,107.69
2023,Ravi Bishnoi,Lucknow Super Giants,27,20,1,0,74.07
2023,WD Parnell,Royal Challengers Bangalore,5,2,0,0,40.0
2023,Mohammed Siraj,Royal Challengers Bangalore,2,1,0,0,50.0
2023,JP Behrendorff,Mumbai Indians,9,6,0,0,66.67
2023,RP Meredith,Mumbai Indians,2,0,0,0,0.0
2024,HH Pandya,Mumbai Indians,151,216,17,11,143.05
2024,F du Plessis,Royal Challengers Bengaluru,271,438,47,21,161.62
2024,Naman Dhir,Mumbai Indians,78,140,12,10,179.49
2024,Ramandeep Singh,Kolkata Knight Riders,61,119,5,11,195.08
2025,Ramandeep Singh,Kolkata Knight Riders,35,47,1,4,134.29
2025,MS Dhoni,Chennai Super Kings,145,196,12,12,135.17
2025,AR Patel,Delhi Capitals,167,263,23,15,157.49
2024,BR Sharath,Gujarat Titans,5,2,0,0,40.0
2024,M Shahrukh Khan,Gujarat Titans,75,127,9,9,169.33
2024,Atharva Taide,Punjab Kings,39,61,7,2,156.41
2024,RR Rossouw,Punjab Kings,115,211,25,11,183.48
2024,K Rabada,Punjab Kings,14,20,0,2,142.86
2024,AJ Turner,Lucknow Super Giants,18,21,0,2,116.67
2025,Simarjeet Singh,Sunrisers Hyderabad,7,3,0,0,42.86
2025,MJ Owen,Punjab Kings,2,0,0,0,0.0
2007/08,Mohammad Hafeez,Kolkata Knight Riders,83,64,7,2,77.11
2007/08,SM Katich,Kings XI Punjab,68,95,11,2,139.71
2007/08,PR Shah,Mumbai Indians,34,33,4,0,97.06
2007/08,AM Nayar,Mumbai Indians,137,205,16,9,149.64
2007/08,M Kartik,Kolkata Knight Riders,27,30,3,0,111.11
2007/08,GD McGrath,Delhi Daredevils,5,4,1,0,80.0
2007/08,AD Mascarenhas,Rajasthan Royals,8,9,0,1,112.5
2007/08,H Das,Deccan Chargers,5,2,0,0,40.0
2007/08,CRD Fernando,Mumbai Indians,1,2,0,0,200.0
2007/08,RR Powar,Kings XI Punjab,21,28,4,1,133.33
2009,S Dhawan,Mumbai Indians,45,40,3,0,88.89
2009,M Rawat,Rajasthan Royals,19,16,1,0,84.21
2009,CH Gayle,Kolkata Knight Riders,148,184,18,10,124.32
2009,AB Agarkar,Kolkata Knight Riders,57,66,3,3,115.79
2009,DW Steyn,Royal Challengers Bangalore,3,0,0,0,0.0
2009,SB Bangar,Kolkata Knight Riders,9,2,0,0,22.22
2009,MK Pandey,Royal Challengers Bangalore,117,167,17,4,142.74
2009,M Vijay,Chennai Super Kings,67,60,4,2,89.55
2009,SB Jakati,Chennai Super Kings,15,20,3,0,133.33
2009,S Sreesanth,Kings XI Punjab,18,5,1,0,27.78
2009,L Ronchi,Mumbai Indians,2,0,0,0,0.0
2009,WPUJC Vaas,Deccan Chargers,21,30,1,1,142.86
2009,LA Pomersbach,Kings XI Punjab,46,40,3,1,86.96
2009/10,TL Suman,Deccan Chargers,255,307,23,12,120.39
2009/10,AT Rayudu,Mumbai Indians,244,354,34,13,145.08
2009/10,R Sathish,Mumbai Indians,96,112,11,0,116.67
2009/10,MS Bisla,Kings XI Punjab,177,214,26,6,120.9
2009/10,KC Sangakkara,Kings XI Punjab,256,357,47,5,139.45
2009/10,R Ashwin,Chennai Super Kings,40,30,2,0,75.0
2009/10,MS Gony,Chennai Super Kings,6,2,0,0,33.33
2009/10,AB Agarkar,Kolkata Knight Riders,28,39,4,0,139.29
2009/10,SE Marsh,Kings XI Punjab,114,147,14,6,128.95
2009/10,AP Dole,Rajasthan Royals,22,34,3,1,154.55
2011,S Dhawan,Deccan Chargers,309,400,47,7,129.45
2011,BB McCullum,Kochi Tuskers Kerala,272,351,35,15,129.04
2011,PA Patel,Kochi Tuskers Kerala,182,202,25,2,110.99
2011,AUK Pathan,Royal Challengers Bangalore,16,33,5,2,206.25
2011,Y Venugopal Rao,Delhi Daredevils,279,336,30,13,120.43
2011,DJ Jacobs,Mumbai Indians,88,92,10,4,104.55
2011,SR Tendulkar,Mumbai Indians,488,553,67,5,113.32
2011,GC Smith,Pune Warriors,51,42,6,0,82.35
2011,R Sharma,Pune Warriors,21,24,1,2,114.29
2011,KM Jadhav,Kochi Tuskers Kerala,23,18,1,0,78.26
2011,B Lee,Kolkata Knight Riders,9,5,0,0,55.56
2011,A Mithun,Royal Challengers Bangalore,20,27,3,1,135.0
2011,MV Boucher,Kolkata Knight Riders,6,6,0,0,100.0
2011,MM Patel,Mumbai Indians,1,0,0,0,0.0
2011,LA Pomersbach,Royal Challengers Bangalore,39,51,4,2,130.77
2012,YK Pathan,Kolkata Knight Riders,166,191,10,7,115.06
2012,PP Ojha,Mumbai Indians,13,4,0,0,30.77
2012,KK Cooper,Rajasthan Royals,19,37,3,3,194.74
2012,CA Pujara,Royal Challengers Bangalore,22,17,1,1,77.27
2012,A Nehra,Pune Warriors,12,11,1,0,91.67
2012,STR Binny,Rajasthan Royals,67,90,9,3,134.33
2012,S Anirudha,Chennai Super Kings,6,19,1,2,316.67
2012,K Upadhyay,Pune Warriors,8,11,0,1,137.5
2012,AD Russell,Delhi Daredevils,26,47,3,3,180.77
2012,A Chandila,Rajasthan Royals,1,0,0,0,0.0
2013,DPMD Jayawardene,Delhi Daredevils,312,331,39,6,106.09
2013,NLTC Perera,Sunrisers Hyderabad,163,233,12,14,142.94
2013,AL Menaria,Rajasthan Royals,2,1,0,0,50.0
2013,DJ Hussey,Kings XI Punjab,208,235,20,6,112.98
2013,BB Samantray,Sunrisers Hyderabad,111,123,13,2,110.81
2013,L Balaji,Kolkata Knight Riders,10,9,1,0,90.0
2014,KD Karthik,Delhi Daredevils,258,325,28,11,125.97
2014,NJ Maddinson,Royal Challengers Bangalore,14,16,3,0,114.29
2014,SL Malinga,Mumbai Indians,4,2,0,0,50.0
2014,PP Ojha,Mumbai Indians,8,4,0,0,50.0
2014,CA Lynn,Kolkata Knight Riders,49,58,5,3,118.37
2014,M Morkel,Kolkata Knight Riders,3,4,0,0,133.33
2014,MS Bisla,Kolkata Knight Riders,9,3,0,0,33.33
2014,MC Henriques,Sunrisers Hyderabad,14,9,1,0,64.29
2014,SE Marsh,Kings XI Punjab,52,70,7,3,134.62
2014,Karanveer Singh,Kings XI Punjab,1,1,0,0,100.0
2015,RV Uthappa,Kolkata Knight Riders,277,364,42,7,131.41
2015,SA Yadav,Kolkata Knight Riders,113,157,12,8,138.94
2015,SS Iyer,Delhi Daredevils,342,439,41,21,128.36
2015,Gurkeerat Singh,Kings XI Punjab,39,35,3,1,89.74
2015,Iqbal Abdulla,Royal Challengers Bangalore,17,20,4,0,117.65
2016,JC Buttler,Mumbai Indians,183,254,23,11,138.8
2016,NM Coulter-Nile,Delhi Daredevils,14,9,1,0,64.29
2023,SM Curran,Punjab Kings,201,271,19,13,134.83
2023,MR Marsh,Delhi Capitals,97,128,11,7,131.96
2023,Aman Hakim Khan,Delhi Capitals,101,110,7,6,108.91
2023,R Ashwin,Rajasthan Royals,51,67,5,3,131.37
2023,B Kumar,Sunrisers Hyderabad,47,42,4,0,89.36
2023,TH David,Mumbai Indians,145,231,12,15,159.31
2024,SZ Mulani,Mumbai Indians,1,1,0,0,100.0
2016,KM Jadhav,Royal Challengers Bangalore,31,38,1,2,122.58
2016,B Kumar,Sunrisers Hyderabad,27,43,6,1,159.26
2016,JP Duminy,Delhi Daredevils,155,191,13,3,123.23
2016,DW Steyn,Gujarat Lions,2,1,0,0,50.0
2016,SW Billings,Delhi Daredevils,63,88,4,4,139.68
2016,Yuvraj Singh,Sunrisers Hyderabad,179,236,22,13,131.84
2016,SB Jakati,Gujarat Lions,2,1,0,0,50.0
2017,S Aravind,Royal Challengers Bangalore,40,32,2,0,80.0
2017,AT Rayudu,Mumbai Indians,78,91,7,3,116.67
2017,MS Dhoni,Rising Pune Supergiant,250,290,15,16,116.0
2017,DT Christian,Rising Pune Supergiant,49,79,5,5,161.22
2017,RA Tripathi,Rising Pune Supergiant,267,391,43,17,146.44
2017,EJG Morgan,Kings XI Punjab,62,65,6,2,104.84
2017,I Sharma,Kings XI Punjab,12,8,1,0,66.67
2017,R Tewatia,Kings XI Punjab,11,19,4,0,172.73
2017,SS Tiwary,Mumbai Indians,43,52,9,0,120.93
2018,Ishan Kishan,Mumbai Indians,184,275,22,17,149.46
2018,SS Iyer,Delhi Daredevils,309,410,29,21,132.69
2018,RR Pant,Delhi Daredevils,394,684,68,37,173.6
2018,JD Unadkat,Rajasthan Royals,38,49,6,1,128.95
2018,B Laughlin,Rajasthan Royals,4,1,0,0,25.0
2018,MK Pandey,Sunrisers Hyderabad,246,284,22,5,115.45
2018,R Ashwin,Kings XI Punjab,71,102,7,5,143.66
2018,A Dananjaya,Mumbai Indians,5,4,0,0,80.0
2018,CH Gayle,Kings XI Punjab,252,368,30,27,146.03
2018,DR Shorey,Chennai Super Kings,9,8,0,1,88.89
2018,HV Patel,Delhi Daredevils,33,60,1,6,181.82
2018,YS Chahal,Royal Challengers Bangalore,4,0,0,0,0.0
2018,SN Thakur,Chennai Super Kings,5,15,3,0,300.0
2019,AD Russell,Kolkata Knight Riders,249,508,32,51,204.02
2019,Rashid Khan,Sunrisers Hyderabad,23,34,2,2,147.83
2019,K Rabada,Delhi Capitals,15,14,0,1,93.33
2019,SD Lad,Mumbai Indians,13,15,1,1,115.38
2019,A Mishra,Delhi Capitals,24,21,2,0,87.5
2019,MJ Guptill,Sunrisers Hyderabad,54,82,4,7,151.85
2020/21,JL Pattinson,Mumbai Indians,13,15,2,0,115.38
2020/21,F du Plessis,Chennai Super Kings,319,449,42,14,140.75
2020/21,SO Hetmyer,Delhi Capitals,124,183,11,12,147.58
2020/21,SS Iyer,Delhi Capitals,419,514,39,16,122.67
2020/21,K Gowtham,Kings XI Punjab,27,42,3,2,155.56
2020/21,R Tewatia,Rajasthan Royals,182,255,13,17,140.11
2020/21,WP Saha,Sunrisers Hyderabad,153,214,24,5,139.87
2020/21,JD Unadkat,Rajasthan Royals,13,9,0,0,69.23
2020/21,P Simran Singh,Kings XI Punjab,15,15,2,0,100.0
2020/21,N Jagadeesan,Chennai Super Kings,29,33,4,0,113.79
2021,SM Curran,Chennai Super Kings,29,56,5,3,193.1
2021,PP Shaw,Delhi Capitals,300,479,56,18,159.67
2021,RR Pant,Delhi Capitals,328,422,43,10,128.66
2021,WP Saha,Sunrisers Hyderabad,139,131,7,5,94.24
2021,KL Rahul,Punjab Kings,450,626,48,30,139.11
2021,N Pooran,Punjab Kings,76,85,3,5,111.84
2021,JO Holder,Sunrisers Hyderabad,70,85,2,6,121.43
2021,B Kumar,Sunrisers Hyderabad,30,34,3,0,113.33
2021,SN Thakur,Chennai Super Kings,4,4,0,0,100.0
2021,K Yadav,Rajasthan Royals,4,0,0,0,0.0
2022,SS Iyer,Kolkata Knight Riders,298,401,41,11,134.56
2022,TH David,Mumbai Indians,86,186,12,16,216.28
2022,Lalit Yadav,Delhi Capitals,144,155,11,6,107.64
2022,KD Karthik,Royal Challengers Bangalore,178,325,26,22,182.58
2022,JM Sharma,Punjab Kings,143,234,22,12,163.64
2022,RK Singh,Kolkata Knight Riders,117,174,17,7,148.72
2022,RM Patidar,Royal Challengers Bangalore,217,332,27,18,153.0
2022,MK Lomror,Royal Challengers Bangalore,57,86,7,4,150.88
2022,A Tomar,Kolkata Knight Riders,8,4,1,0,50.0
2023,MA Wood,Lucknow Super Giants,5,11,1,1,220.0
2023,Akash Deep,Royal Challengers Bangalore,8,17,2,1,212.5
2023,JC Archer,Mumbai Indians,4,4,0,0,100.0
2023,Sandeep Sharma,Rajasthan Royals,6,2,0,0,33.33
2024,R Ashwin,Rajasthan Royals,74,86,5,4,116.22
2024,RM Patidar,Royal Challengers Bengaluru,223,395,21,33,177.13
2024,MP Stoinis,Lucknow Super Giants,261,380,37,16,145.59
2024,Mohsin Khan,Lucknow Super Giants,1,2,0,0,200.0
2024,LS Livingstone,Punjab Kings,78,111,8,7,142.31
2024,SM Curran,Punjab Kings,217,266,23,6,122.58
2024,H Klaasen,Sunrisers Hyderabad,277,476,19,38,171.84
2024,B Sai Sudharsan,Gujarat Titans,368,522,48,17,141.85
2025,RK Singh,Kolkata Knight Riders,133,204,20,10,153.38
2025,SH Johnson,Kolkata Knight Riders,4,2,0,0,50.0
2025,MJ Santner,Mumbai Indians,33,40,2,3,121.21
2025,SS Iyer,Punjab Kings,343,603,43,39,175.8
2024,SD Hope,Delhi Capitals,122,183,12,12,150.0
2024,R Powell,Rajasthan Royals,68,103,10,6,151.47
2024,LH Ferguson,Royal Challengers Bengaluru,1,1,0,0,100.0
2024,Anmolpreet Singh,Sunrisers Hyderabad,6,5,1,0,83.33
2024,Arshdeep Singh,Punjab Kings,3,4,1,0,133.33
2025,M Shahrukh Khan,Gujarat Titans,100,179,11,13,179.0
2025,PWH de Silva,Rajasthan Royals,15,9,0,0,60.0
2025,PHKD Mendis,Sunrisers Hyderabad,68,91,7,2,133.82
2025,JR Hazlewood,Royal Challengers Bengaluru,1,0,0,0,0.0
2025,DS Rathi,Lucknow Super Giants,3,1,0,0,33.33
2025,Urvil Patel,Chennai Super Kings,32,68,5,6,212.5
2025,BKG Mendis,Gujarat Titans,10,20,1,2,200.0
2007/08,BB McCullum,Kolkata Knight Riders,91,188,13,15,206.59
2007/08,SR Watson,Rajasthan Royals,307,467,46,19,152.12
2007/08,G Gambhir,Delhi Daredevils,378,532,68,8,140.74
2007/08,Shahid Afridi,Deccan Chargers,46,81,7,6,176.09
2007/08,TM Srivastava,Kings XI Punjab,10,8,0,0,80.0
2007/08,B Chipli,Royal Challengers Bangalore,28,20,3,0,71.43
2007/08,HH Gibbs,Deccan Chargers,153,167,17,8,109.15
