season,bowler,bowling_team,balls_bowled,runs_conceded,wickets,economy
2022,D Pretorius,Chennai Super Kings,126,198,6,9.43
2022,JDS Neesham,Rajasthan Royals,18,29,0,9.67
2022,Simarjeet Singh,Chennai Super Kings,108,128,4,7.11
2022,Kartik Tyagi,Sunrisers Hyderabad,48,72,1,9.0
2022,Fazalhaq Farooqi,Sunrisers Hyderabad,72,106,2,8.83
2022,M Markande,Mumbai Indians,42,57,1,8.14
2023,SN Thakur,Kolkata Knight Riders,126,210,7,10.0
2023,Ravi Bishnoi,Lucknow Super Giants,303,377,16,7.47
2023,Mohammed Siraj,Royal Challengers Bangalore,300,335,19,6.7
2023,JP Behrendorff,Mumbai Indians,252,373,14,8.88
2023,Shahbaz Ahmed,Royal Challengers Bangalore,42,95,1,13.57
2023,WD Parnell,Royal Challengers Bangalore,151,230,9,9.14
2023,RP Meredith,Mumbai Indians,118,192,7,9.76
2023,M Theekshana,Chennai Super Kings,294,387,11,7.9
2023,D Jansen,Mumbai Indians,24,49,1,12.25
2023,M Pathirana,Chennai Super Kings,278,329,19,7.1
2024,Kuldeep Yadav,Delhi Capitals,258,363,16,8.44
2024,YS Chahal,Rajasthan Royals,348,531,17,9.16
2024,MA Starc,Kolkata Knight Riders,251,414,17,9.9
2024,Ravi Bishnoi,Lucknow Super Giants,262,375,10,8.59
2024,Shahbaz Ahmed,Sunrisers Hyderabad,165,263,7,9.56
2024,M Pathirana,Chennai Super Kings,132,154,13,7.0
2024,MM Ali,Chennai Super Kings,48,70,2,8.75
2024,Nithish Kumar Reddy,Sunrisers Hyderabad,79,145,3,11.01
2024,T Stubbs,Delhi Capitals,12,14,2,7.0
2024,L Wood,Mumbai Indians,36,91,1,15.17
2024,DJ Hooda,Lucknow Super Giants,18,21,0,7.0
2024,MJ Suthar,Gujarat Titans,12,26,0,13.0
2024,Kartik Tyagi,Gujarat Titans,24,49,0,12.25
2025,Harshit Rana,Kolkata Knight Riders,264,433,15,9.84
2025,RA Jadeja,Chennai Super Kings,227,316,10,8.35
2025,V Nigam,Delhi Capitals,234,340,10,8.72
2025,Arshad Khan,Gujarat Titans,126,206,6,9.81
2025,Azmatullah Omarzai,Punjab Kings,162,270,8,10.0
2025,K Kartikeya,Rajasthan Royals,48,76,2,9.5
2025,Harpreet Brar,Punjab Kings,132,182,10,8.27
2025,AS Roy,Kolkata Knight Riders,24,26,1,6.5
2025,M Tiwari,Delhi Capitals,6,14,0,14.0
2007/08,JH Kallis,Royal Challengers Bangalore,206,302,4,8.8
2007/08,AB Dinda,Kolkata Knight Riders,234,245,9,6.28
2007/08,WA Mota,Kings XI Punjab,18,34,1,11.33
2007/08,B Geeves,Delhi Daredevils,48,90,1,11.25
2007/08,DJ Hussey,Kolkata Knight Riders,78,129,2,9.92
2007/08,MA Khote,Mumbai Indians,30,51,2,10.2
2007/08,Umar Gul,Kolkata Knight Riders,135,159,12,7.07
2007/08,DR Smith,Mumbai Indians,66,76,5,6.91
2007/08,RG Sharma,Deccan Chargers,24,24,1,6.0
2009,T Thushara,Chennai Super Kings,48,58,3,7.25
2009,Z Khan,Mumbai Indians,126,135,6,6.43
2009,Harbhajan Singh,Mumbai Indians,264,252,11,5.73
2009,DP Nannes,Delhi Daredevils,297,349,15,7.05
2009,PP Chawla,Kings XI Punjab,269,303,12,6.76
2009,Anureet Singh,Kolkata Knight Riders,30,43,2,8.6
2009,TL Suman,Deccan Chargers,90,107,5,7.13
2009,A Singh,Rajasthan Royals,105,92,9,5.26
2009,Jaskaran Singh,Deccan Chargers,18,31,0,10.33
2009/10,M Kartik,Kolkata Knight Riders,234,248,9,6.36
2009/10,SW Tait,Rajasthan Royals,187,236,10,7.57
2009/10,R McLaren,Mumbai Indians,204,259,4,7.62
2009/10,RE van der Merwe,Royal Challengers Bangalore,24,24,2,6.0
2011,S Ladda,Kolkata Knight Riders,24,40,0,10.0
2011,S Sreesanth,Kochi Tuskers Kerala,191,188,7,5.91
2011,M Morkel,Delhi Daredevils,258,305,13,7.09
2011,PP Chawla,Kings XI Punjab,248,324,16,7.84
2011,BJ Hodge,Kochi Tuskers Kerala,66,76,7,6.91
2011,S Aravind,Royal Challengers Bangalore,276,356,21,7.74
2011,MS Gony,Deccan Chargers,54,84,4,9.33
2011,VS Malik,Kings XI Punjab,12,13,0,6.5
2011,AN Ahmed,Mumbai Indians,120,150,5,7.5
2011,AB Agarkar,Delhi Daredevils,162,229,8,8.48
2011,AA Kazi,Royal Challengers Bangalore,12,20,0,10.0
2012,KA Pollard,Mumbai Indians,263,327,16,7.46
2012,JP Faulkner,Kings XI Punjab,48,71,3,8.88
2012,Ankit Sharma,Deccan Chargers,145,163,4,6.74
2012,Azhar Mahmood,Kings XI Punjab,256,312,14,7.31
2012,PJ Sangwan,Kolkata Knight Riders,24,37,1,9.25
2013,B Lee,Kolkata Knight Riders,72,83,4,6.92
2013,S Nadeem,Delhi Daredevils,264,255,9,5.8
2013,M Kartik,Royal Challengers Bangalore,234,275,9,7.05
2013,CL White,Sunrisers Hyderabad,12,16,1,8.0
2013,PJ Sangwan,Kolkata Knight Riders,24,47,0,11.75
2013,AB Agarkar,Delhi Daredevils,60,89,0,8.9
2013,AD Mascarenhas,Kings XI Punjab,24,25,0,6.25
2013,Iqbal Abdulla,Kolkata Knight Riders,113,142,7,7.54
2013,PV Tambe,Rajasthan Royals,66,84,1,7.64
2013,Sandeep Sharma,Kings XI Punjab,96,116,8,7.25
2014,Shakib Al Hasan,Kolkata Knight Riders,300,326,11,6.52
2014,VR Aaron,Royal Challengers Bangalore,220,277,16,7.55
2014,JDS Neesham,Delhi Daredevils,54,88,1,9.78
2014,SK Raina,Chennai Super Kings,108,133,1,7.39
2014,BCJ Cutting,Rajasthan Royals,24,31,1,7.75
2015,Shakib Al Hasan,Kolkata Knight Riders,84,118,4,8.43
2015,DJ Muthuswami,Delhi Daredevils,84,101,4,7.21
2015,PV Tambe,Rajasthan Royals,204,266,7,7.82
2015,J Suchith,Mumbai Indians,234,330,10,8.46
2015,D Wiese,Royal Challengers Bangalore,254,344,16,8.13
2015,MC Henriques,Sunrisers Hyderabad,150,151,11,6.04
2015,M Vijay,Kings XI Punjab,24,28,0,7.0
2015,PJ Cummins,Kolkata Knight Riders,60,87,1,8.7
2015,RG More,Chennai Super Kings,35,57,1,9.77
2015,J Theron,Rajasthan Royals,24,38,1,9.5
2016,R Bhatia,Rising Pune Supergiants,204,239,6,7.03
2016,M Ashwin,Rising Pune Supergiants,171,234,7,8.21
2016,A Mishra,Delhi Daredevils,276,331,13,7.2
2016,A Ashish Reddy,Sunrisers Hyderabad,23,39,1,10.17
2017,BCJ Cutting,Sunrisers Hyderabad,76,120,1,9.47
2017,MJ McClenaghan,Mumbai Indians,324,464,19,8.59
2017,TA Boult,Kolkata Knight Riders,143,211,5,8.85
2017,Swapnil Singh,Kings XI Punjab,42,60,1,8.57
2017,BB Sran,Sunrisers Hyderabad,12,28,0,14.0
2017,J Yadav,Delhi Daredevils,36,40,0,6.67
2018,MA Wood,Chennai Super Kings,24,48,0,12.0
2018,Mohammed Shami,Delhi Daredevils,83,142,3,10.27
2018,AD Russell,Kolkata Knight Riders,227,343,13,9.07
2018,P Negi,Royal Challengers Bangalore,24,49,1,12.25
2018,KV Sharma,Chennai Super Kings,57,88,4,9.26
2018,JP Duminy,Mumbai Indians,18,36,0,12.0
2019,SM Curran,Kings XI Punjab,198,314,10,9.52
2019,GH Vihari,Delhi Capitals,6,9,0,9.0
2019,MP Stoinis,Royal Challengers Bangalore,100,142,2,8.52
2019,P Negi,Royal Challengers Bangalore,67,99,3,8.87
2019,SC Kuggeleijn,Chennai Super Kings,48,69,2,8.63
2019,AS Joseph,Mumbai Indians,52,84,6,9.69
2019,J Yadav,Mumbai Indians,42,49,1,7.0
2020/21,SM Curran,Chennai Super Kings,252,326,13,7.76
2020/21,S Gopal,Rajasthan Royals,300,422,10,8.44
2020/21,AS Rajpoot,Rajasthan Royals,102,184,2,10.82
2020/21,DJ Bravo,Chennai Super Kings,126,171,6,8.14
2020/21,S Kaul,Sunrisers Hyderabad,24,61,2,15.25
2020/21,MM Ali,Royal Challengers Bangalore,30,40,1,8.0
2020/21,Kartik Tyagi,Rajasthan Royals,229,351,9,9.2
2020/21,Arshdeep Singh,Kings XI Punjab,149,207,9,8.34
2020/21,NM Coulter-Nile,Mumbai Indians,156,195,5,7.5
2020/21,CH Gayle,Kings XI Punjab,5,5,0,6.0
2021,KH Pandya,Mumbai Indians,199,244,5,7.36
2021,Rashid Khan,Sunrisers Hyderabad,342,369,18,6.47
2021,M Prasidh Krishna,Kolkata Knight Riders,231,322,12,8.36
2021,C Sakariya,Rajasthan Royals,312,396,14,7.62
2021,S Gopal,Rajasthan Royals,42,84,0,12.0
2021,Jalaj S Saxena,Punjab Kings,18,27,0,9.0
2021,N Rana,Kolkata Knight Riders,12,12,0,6.0
2022,Harpreet Brar,Punjab Kings,96,141,4,8.81
2022,HV Patel,Royal Challengers Bangalore,321,385,19,7.2
2022,DJ Hooda,Lucknow Super Giants,24,43,1,10.75
2022,R Shepherd,Sunrisers Hyderabad,54,93,3,10.33
2022,R Ashwin,Rajasthan Royals,402,481,12,7.18
2022,PJ Cummins,Kolkata Knight Riders,119,200,7,10.08
2023,MJ Santner,Chennai Super Kings,72,81,3,6.75
2023,RD Chahar,Punjab Kings,298,382,8,7.69
2023,JD Unadkat,Lucknow Super Giants,48,84,0,10.5
2023,Umran Malik,Sunrisers Hyderabad,120,207,5,10.35
2023,KV Sharma,Royal Challengers Bangalore,129,220,10,10.23
2023,HR Shokeen,Mumbai Indians,114,176,3,9.26
2023,K Rabada,Punjab Kings,138,217,7,9.43
2023,Mohsin Khan,Lucknow Super Giants,60,103,3,10.3
2024,DG Nalkande,Gujarat Titans,29,43,3,8.9
2024,KT Maphaka,Mumbai Indians,36,86,1,14.33
2024,VG Arora,Kolkata Knight Riders,180,251,11,8.37
2024,KV Sharma,Royal Challengers Bengaluru,144,249,6,10.38
2024,DJ Mitchell,Chennai Super Kings,36,68,1,11.33
2025,Fazalhaq Farooqi,Rajasthan Royals,102,208,0,12.24
2025,PJ Cummins,Sunrisers Hyderabad,298,435,16,8.76
2025,V Puthur,Mumbai Indians,72,108,6,9.0
2025,Naman Dhir,Mumbai Indians,24,21,0,5.25
2025,SN Thakur,Lucknow Super Giants,204,347,14,10.21
2025,HH Pandya,Mumbai Indians,210,323,14,9.23
2025,KA Jamieson,Punjab Kings,90,143,5,9.53
2025,Musheer Khan,Punjab Kings,12,27,1,13.5
2007/08,AB Agarkar,Kolkata Knight Riders,156,195,8,7.5
2007/08,MS Gony,Chennai Super Kings,360,431,17,7.18
2007/08,R Vinay Kumar,Royal Challengers Bangalore,138,175,5,7.61
2007/08,DS Kulkarni,Mumbai Indians,177,210,11,7.12
2007/08,Pankaj Singh,Rajasthan Royals,72,123,0,10.25
2007/08,DJ Bravo,Mumbai Indians,171,222,11,7.79
2007/08,Yuvraj Singh,Kings XI Punjab,54,81,3,9.0
2007/08,Shoaib Akhtar,Kolkata Knight Riders,42,50,5,7.14
2009,SL Malinga,Mumbai Indians,297,281,18,5.68
2009,SK Warne,Rajasthan Royals,300,348,13,6.96
2009,R Vinay Kumar,Royal Challengers Bangalore,194,266,9,8.23
2009,IK Pathan,Kings XI Punjab,302,378,17,7.51
2009,RP Singh,Deccan Chargers,358,386,23,6.47
2009,JP Duminy,Mumbai Indians,105,86,4,4.91
2009/10,CK Langeveldt,Kolkata Knight Riders,66,84,5,7.64
2009/10,AD Mascarenhas,Rajasthan Royals,48,65,4,8.13
2009/10,A Uniyal,Rajasthan Royals,36,64,2,10.67
2009/10,AG Murtaza,Mumbai Indians,72,86,3,7.17
2009/10,VY Mahesh,Delhi Daredevils,18,22,1,7.33
2009/10,YA Abdulla,Kings XI Punjab,41,65,1,9.51
2009/10,S Narwal,Rajasthan Royals,94,180,5,11.49
2009/10,AB Dinda,Kolkata Knight Riders,139,147,9,6.35
2009/10,Y Nagar,Delhi Daredevils,18,28,1,9.33
2009/10,R Sharma,Deccan Chargers,124,165,5,7.98
2009/10,Harmeet Singh,Deccan Chargers,144,163,8,6.79
2009/10,DE Bollinger,Chennai Super Kings,186,198,12,6.39
2009/10,L Ablish,Kings XI Punjab,24,33,3,8.25
2009/10,VRV Singh,Kings XI Punjab,18,36,0,12.0
2011,SK Raina,Chennai Super Kings,165,193,4,7.02
2011,DP Nannes,Royal Challengers Bangalore,24,30,2,7.5
2011,DE Bollinger,Chennai Super Kings,282,311,17,6.62
2011,Y Nagar,Delhi Daredevils,30,60,1,12.0
2011,MR Marsh,Pune Warriors,85,98,7,6.92
2011,DS Kulkarni,Mumbai Indians,120,141,5,7.05
2011,Anand Rajan,Deccan Chargers,30,45,3,9.0
2012,GJ Maxwell,Delhi Daredevils,18,21,1,7.0
2012,PC Valthaty,Kings XI Punjab,6,16,0,16.0
2012,M Muralitharan,Royal Challengers Bangalore,240,255,15,6.38
2012,RN ten Doeschate,Kolkata Knight Riders,18,20,1,6.67
2012,AD Mathews,Pune Warriors,156,189,7,7.27
2012,S Aravind,Royal Challengers Bangalore,18,48,0,16.0
2013,M Muralitharan,Royal Challengers Bangalore,138,174,3,7.57
2013,DW Steyn,Sunrisers Hyderabad,413,377,19,5.48
2013,R Ashwin,Chennai Super Kings,348,384,14,6.62
2013,P Awana,Kings XI Punjab,324,396,15,7.33
2013,CH Morris,Chennai Super Kings,300,391,15,7.82
2013,AJ Finch,Pune Warriors,24,49,1,12.25
2013,LJ Wright,Pune Warriors,59,96,2,9.76
2013,A Mithun,Royal Challengers Bangalore,24,36,1,9.0
2014,MA Starc,Royal Challengers Bangalore,322,381,14,7.1
2014,MG Johnson,Kings XI Punjab,321,419,17,7.83
2014,DR Smith,Chennai Super Kings,60,93,4,9.3
2014,R Shukla,Delhi Daredevils,54,93,2,10.33
2014,P Kumar,Mumbai Indians,72,77,3,6.42
2015,MM Sharma,Chennai Super Kings,342,466,14,8.18
2015,IC Pandey,Chennai Super Kings,186,220,11,7.1
2015,MG Johnson,Kings XI Punjab,218,321,10,8.83
2015,R Tewatia,Rajasthan Royals,18,31,1,10.33
2015,MA Starc,Royal Challengers Bangalore,258,273,20,6.35
2015,GS Sandhu,Delhi Daredevils,48,82,1,10.25
2015,AB Dinda,Royal Challengers Bangalore,30,54,0,10.8
2016,JJ Bumrah,Mumbai Indians,312,395,15,7.6
2016,GB Hogg,Kolkata Knight Riders,96,136,4,8.5
2016,A Nehra,Sunrisers Hyderabad,156,192,9,7.38
2016,SP Narine,Kolkata Knight Riders,256,294,11,6.89
2016,S Kaushik,Gujarat Lions,138,188,6,8.17
2016,AS Rajpoot,Kolkata Knight Riders,66,87,3,7.91
2017,HH Pandya,Mumbai Indians,156,207,6,7.96
2017,Kuldeep Yadav,Kolkata Knight Riders,246,335,11,8.17
2017,DS Kulkarni,Gujarat Lions,113,168,3,8.92
2017,PJ Cummins,Delhi Daredevils,277,361,15,7.82
2017,VR Aaron,Kings XI Punjab,120,153,7,7.65
2017,AF Milne,Royal Challengers Bangalore,84,128,3,9.14
2017,Ankit Soni,Gujarat Lions,109,141,2,7.76
2017,Avesh Khan,Royal Challengers Bangalore,24,23,1,5.75
2018,Imran Tahir,Chennai Super Kings,124,186,6,9.0
2018,MJ McClenaghan,Mumbai Indians,240,311,14,7.78
2018,Mujeeb Ur Rahman,Kings XI Punjab,248,282,14,6.82
2018,S Kaul,Sunrisers Hyderabad,396,541,21,8.2
2018,TK Curran,Kolkata Knight Riders,61,113,6,11.11
2018,STR Binny,Rajasthan Royals,12,31,0,15.5
2019,YS Chahal,Royal Challengers Bangalore,296,374,18,7.58
2019,PP Chawla,Kolkata Knight Riders,267,399,10,8.97
2019,SP Narine,Kolkata Knight Riders,266,336,10,7.58
2019,Sandeep Sharma,Sunrisers Hyderabad,256,343,12,8.04
2019,JC Archer,Rajasthan Royals,258,284,11,6.6
2019,CH Morris,Delhi Capitals,198,292,13,8.85
2019,Avesh Khan,Delhi Capitals,18,29,0,9.67
2019,MM Sharma,Chennai Super Kings,18,27,1,9.0
2019,LS Livingstone,Rajasthan Royals,6,13,0,13.0
2019,DJ Hooda,Sunrisers Hyderabad,12,20,0,10.0
2020/21,JJ Bumrah,Mumbai Indians,372,404,29,6.52
2020/21,AR Patel,Delhi Capitals,306,325,9,6.37
2020/21,R Parag,Rajasthan Royals,12,25,0,12.5
2020/21,HV Patel,Delhi Capitals,90,125,3,8.33
2020/21,KS Williamson,Sunrisers Hyderabad,12,24,0,12.0
2020/21,Mujeeb Ur Rahman,Kings XI Punjab,48,80,0,10.0
2020/21,S Nadeem,Sunrisers Hyderabad,132,166,5,7.55
2021,Mohammed Siraj,Royal Challengers Bangalore,312,344,11,6.62
2021,Washington Sundar,Royal Challengers Bangalore,96,115,3,7.19
2021,RA Jadeja,Chennai Super Kings,294,334,13,6.82
2021,DJ Bravo,Chennai Super Kings,202,243,14,7.22
2021,S Dube,Rajasthan Royals,30,48,0,9.6
2021,J Yadav,Mumbai Indians,102,126,2,7.41
2021,KL Nagarkoti,Kolkata Knight Riders,12,25,0,12.5
2021,Ravi Bishnoi,Punjab Kings,216,225,12,6.25
2022,Kuldeep Yadav,Delhi Capitals,298,411,21,8.28
2022,D Brevis,Mumbai Indians,3,8,1,16.0
2022,Aman Hakim Khan,Kolkata Knight Riders,6,13,0,13.0
2022,RP Meredith,Mumbai Indians,168,215,8,7.68
2023,RA Jadeja,Chennai Super Kings,342,420,20,7.37
2023,CV Varun,Kolkata Knight Riders,316,417,20,7.92
2023,C Sakariya,Delhi Capitals,48,80,3,10.0
2023,Yash Thakur,Lucknow Super Giants,191,271,13,8.51
2023,I Sharma,Delhi Capitals,150,191,10,7.64
2023,J Yadav,Gujarat Titans,24,26,0,6.5
2023,R Goyal,Mumbai Indians,24,33,0,8.25
2023,OC McCoy,Rajasthan Royals,6,12,0,12.0
2024,Umran Malik,Sunrisers Hyderabad,6,14,0,14.0
2024,A Nortje,Delhi Capitals,132,280,7,12.73
2024,Sandeep Sharma,Rajasthan Royals,228,303,13,7.97
2024,M Siddharth,Lucknow Super Giants,54,62,1,6.89
2024,UT Yadav,Gujarat Titans,126,207,8,9.86
2024,Akash Madhwal,Mumbai Indians,109,183,5,10.07
2024,R Parag,Rajasthan Royals,18,26,0,8.67
2024,MK Lomror,Royal Challengers Bengaluru,6,15,0,15.0
2024,A Mishra,Lucknow Super Giants,12,20,1,10.0
2024,J Little,Gujarat Titans,24,44,4,11.0
2025,Rasikh Salam,Royal Challengers Bengaluru,36,68,1,11.33
2025,VG Arora,Kolkata Knight Riders,255,413,17,9.72
2025,R Sai Kishore,Gujarat Titans,255,386,19,9.08
2025,Ishan Kishan,Sunrisers Hyderabad,1,4,0,24.0
2025,Mujeeb Ur Rahman,Mumbai Indians,12,23,1,11.5
2025,Zeeshan Ansari,Sunrisers Hyderabad,203,327,6,9.67
2025,Abdul Samad,Lucknow Super Giants,2,6,0,18.0
2025,E Malinga,Sunrisers Hyderabad,160,233,13,8.74
2025,RD Chahar,Sunrisers Hyderabad,6,9,0,9.0
2025,KT Maphaka,Rajasthan Royals,30,52,1,10.4
2025,N Thushara,Royal Challengers Bengaluru,24,24,1,6.0
2025,RJW Topley,Mumbai Indians,18,40,0,13.33
2007/08,R Bhatia,Delhi Daredevils,132,180,6,8.18
2007/08,V Sehwag,Delhi Daredevils,66,132,3,12.0
2007/08,Y Venugopal Rao,Deccan Chargers,84,131,2,9.36
2007/08,SK Raina,Chennai Super Kings,20,30,1,9.0
2007/08,LPC Silva,Deccan Chargers,6,21,0,21.0
2009,A Kumble,Royal Challengers Bangalore,355,340,21,5.75
2009,DL Vettori,Delhi Daredevils,139,179,7,7.73
2009,MK Tiwary,Delhi Daredevils,6,11,0,11.0
2009,RR Powar,Kings XI Punjab,126,125,5,5.95
2009,S Tyagi,Chennai Super Kings,114,131,5,6.89
2009,GR Napier,Mumbai Indians,24,27,1,6.75
2009,Y Nagar,Delhi Daredevils,12,19,2,9.5
2009/10,PP Ojha,Deccan Chargers,353,418,21,7.1
2009/10,RR Powar,Kings XI Punjab,138,146,2,6.35
2009/10,Joginder Sharma,Chennai Super Kings,48,78,2,9.75
2009/10,SB Jakati,Chennai Super Kings,228,283,13,7.45
2009/10,JP Duminy,Mumbai Indians,33,37,1,6.73
2011,R Ashwin,Chennai Super Kings,378,376,20,5.97
2011,S Randiv,Chennai Super Kings,174,217,6,7.48
2011,PP Ojha,Deccan Chargers,221,264,10,7.17
2011,A Mishra,Deccan Chargers,320,354,19,6.64
2011,AG Murtaza,Mumbai Indians,120,115,3,5.75
2011,JD Unadkat,Kolkata Knight Riders,108,147,6,8.17
2011,R Sathish,Mumbai Indians,31,41,0,7.94
2011,AA Jhunjhunwala,Pune Warriors,12,21,0,10.5
2011,JE Taylor,Pune Warriors,117,152,6,7.79
2011,CK Langeveldt,Royal Challengers Bangalore,66,80,5,7.27
2011,S Rana,Pune Warriors,4,2,0,3.0
2012,JEC Franklin,Mumbai Indians,90,119,6,7.93
2012,Bipul Sharma,Kings XI Punjab,46,73,0,9.52
2012,MS Gony,Deccan Chargers,144,200,3,8.33
2012,TP Sudhindra,Deccan Chargers,70,128,1,10.97
2012,Shakib Al Hasan,Kolkata Knight Riders,180,190,12,6.33
2012,P Awana,Kings XI Punjab,282,358,17,7.62
2012,KP Appanna,Royal Challengers Bangalore,102,142,6,8.35
2012,VR Aaron,Delhi Daredevils,186,264,8,8.52
2012,SPD Smith,Pune Warriors,2,5,0,15.0
2013,DT Christian,Royal Challengers Bangalore,36,49,0,8.17
2013,R Vinay Kumar,Royal Challengers Bangalore,367,500,23,8.17
2013,AB Dinda,Pune Warriors,294,448,16,9.14
2013,R Shukla,Rajasthan Royals,48,74,3,9.25
2013,BMAJ Mendis,Delhi Daredevils,30,36,1,7.2
2013,R Sathish,Kings XI Punjab,24,51,0,12.75
2013,R Rampaul,Royal Challengers Bangalore,232,262,15,6.78
2013,CH Gayle,Royal Challengers Bangalore,24,39,3,9.75
2013,Harmeet Singh,Kings XI Punjab,68,84,5,7.41
2013,BA Bhatt,Kings XI Punjab,30,31,1,6.2
2013,K Upadhyay,Pune Warriors,30,46,0,9.2
2014,YS Chahal,Royal Challengers Bangalore,330,380,12,6.91
2014,WD Parnell,Delhi Daredevils,181,213,6,7.06
2014,JD Unadkat,Delhi Daredevils,187,268,9,8.6
2014,S Kaul,Delhi Daredevils,78,122,2,9.38
2014,AN Ahmed,Royal Challengers Bangalore,86,107,3,7.47
2014,YK Pathan,Kolkata Knight Riders,6,10,0,10.0
2015,JJ Bumrah,Mumbai Indians,90,175,3,11.67
2015,JA Morkel,Delhi Daredevils,72,107,3,8.92
2015,R Ashwin,Chennai Super Kings,234,219,10,5.62
2015,DJ Hooda,Rajasthan Royals,91,122,1,8.04
2015,JD Unadkat,Delhi Daredevils,18,30,0,10.0
2015,S Nadeem,Delhi Daredevils,42,41,0,5.86
2015,BE Hendricks,Kings XI Punjab,78,104,5,8.0
2016,CH Morris,Delhi Daredevils,264,294,13,6.68
2016,CR Brathwaite,Delhi Daredevils,139,179,7,7.73
2016,GJ Maxwell,Kings XI Punjab,54,78,0,8.67
2016,Bipul Sharma,Sunrisers Hyderabad,84,121,3,8.64
2016,T Shamsi,Royal Challengers Bangalore,96,147,3,9.19
2016,JA Morkel,Rising Pune Supergiants,30,61,2,12.2
2017,A Choudhary,Royal Challengers Bangalore,101,137,5,8.14
2017,TM Head,Royal Challengers Bangalore,48,81,2,10.13
2017,A Zampa,Rising Pune Supergiant,119,160,7,8.07
2017,AR Patel,Kings XI Punjab,288,356,15,7.42
2017,UT Yadav,Kolkata Knight Riders,291,394,17,8.12
2017,RA Jadeja,Gujarat Lions,228,348,5,9.16
2017,MM Patel,Gujarat Lions,42,57,1,8.14
2017,PJ Sangwan,Gujarat Lions,108,179,5,9.94
2018,DT Christian,Delhi Daredevils,71,101,4,8.54
2018,PP Chawla,Kolkata Knight Riders,294,410,13,8.37
2018,PJ Sangwan,Mumbai Indians,12,19,0,9.5
2018,KM Asif,Chennai Super Kings,36,73,3,12.17
2018,Anureet Singh,Rajasthan Royals,24,42,1,10.5
2019,DJ Bravo,Chennai Super Kings,247,307,11,7.46
2019,Mohammed Siraj,Royal Challengers Bangalore,169,243,7,8.63
2019,N Rana,Kolkata Knight Riders,48,70,3,8.75
2019,KMA Paul,Delhi Capitals,163,202,9,7.44
2019,S Nadeem,Sunrisers Hyderabad,54,90,2,10.0
2019,STR Binny,Rajasthan Royals,42,43,1,6.14
2019,RD Chahar,Mumbai Indians,282,303,13,6.45
2019,HF Gurney,Kolkata Knight Riders,162,230,7,8.52
2019,S Midhun,Rajasthan Royals,12,26,0,13.0
2019,R Parag,Rajasthan Royals,84,121,2,8.64
2019,Abhishek Sharma,Sunrisers Hyderabad,12,19,1,9.5
2019,KV Sharma,Chennai Super Kings,17,33,1,11.65
2020/21,L Ngidi,Chennai Super Kings,96,147,9,9.19
2020/21,TA Boult,Mumbai Indians,348,466,25,8.03
2020/21,Abhishek Sharma,Sunrisers Hyderabad,60,89,2,8.9
2020/21,Washington Sundar,Royal Challengers Bangalore,300,296,8,5.92
2020/21,S Dube,Royal Challengers Bangalore,54,72,4,8.0
2020/21,M Ashwin,Kings XI Punjab,189,233,10,7.4
2020/21,KK Ahmed,Sunrisers Hyderabad,154,238,8,9.27
2020/21,A Zampa,Royal Challengers Bangalore,66,91,2,8.27
2020/21,Mohammed Siraj,Royal Challengers Bangalore,163,221,11,8.13
2020/21,Basil Thampi,Sunrisers Hyderabad,24,46,1,11.5
2021,Shahbaz Ahmed,Royal Challengers Bangalore,84,92,7,6.57
2021,JD Unadkat,Rajasthan Royals,132,166,4,7.55
2021,S Kaul,Sunrisers Hyderabad,180,245,7,8.17
2021,Imran Tahir,Chennai Super Kings,24,14,2,3.5
2021,CJ Jordan,Punjab Kings,72,94,4,7.83
2021,Harpreet Brar,Punjab Kings,138,134,5,5.83
2021,NT Ellis,Punjab Kings,66,88,1,8.0
2022,DJ Bravo,Chennai Super Kings,206,275,16,8.01
2022,AR Patel,Delhi Capitals,258,317,6,7.37
2022,HH Pandya,Gujarat Titans,183,216,8,7.08
2022,Abhishek Sharma,Sunrisers Hyderabad,24,38,0,9.5
2022,YS Chahal,Rajasthan Royals,408,506,27,7.44
2022,CJ Jordan,Chennai Super Kings,77,128,2,9.97
2022,M Jansen,Sunrisers Hyderabad,192,261,7,8.16
2022,HR Shokeen,Mumbai Indians,90,123,2,8.2
2022,AS Roy,Kolkata Knight Riders,42,55,1,7.86
2023,TU Deshpande,Chennai Super Kings,341,536,21,9.43
2023,RS Hangargekar,Chennai Super Kings,36,53,3,8.83
2023,UT Yadav,Kolkata Knight Riders,114,187,1,9.84
2023,KR Mayers,Lucknow Super Giants,42,53,0,7.57
2023,Fazalhaq Farooqi,Sunrisers Hyderabad,80,111,4,8.32
2023,A Zampa,Rajasthan Royals,132,186,8,8.45
2023,Naveen-ul-Haq,Lucknow Super Giants,168,208,11,7.43
2023,D Wiese,Kolkata Knight Riders,18,38,0,12.67
2023,Kartik Tyagi,Sunrisers Hyderabad,37,78,1,12.65
2023,DG Nalkande,Gujarat Titans,24,43,1,10.75
2024,KK Ahmed,Delhi Capitals,300,452,17,9.04
2024,SP Narine,Kolkata Knight Riders,330,363,17,6.6
2024,C Green,Royal Challengers Bengaluru,211,291,10,8.27
2024,Mustafizur Rahman,Chennai Super Kings,206,290,14,8.45
2024,M Jansen,Sunrisers Hyderabad,60,115,1,11.5
2024,A Kamboj,Mumbai Indians,60,102,2,10.2
2024,V Viyaskanth,Sunrisers Hyderabad,60,86,1,8.6
