season,bowler,bowling_team,balls_bowled,runs_conceded,wickets,economy
2015,P Suyal,Mumbai Indians,60,85,0,8.5
2015,R Bhatia,Rajasthan Royals,30,46,0,9.2
2015,CH Gayle,Royal Challengers Bangalore,12,14,0,7.0
2016,HH Pandya,Mumbai Indians,100,147,3,8.82
2016,C Munro,Kolkata Knight Riders,12,15,0,7.5
2016,PP Chawla,Kolkata Knight Riders,212,265,11,7.5
2016,DJ Hooda,Sunrisers Hyderabad,78,94,3,7.23
2016,Gurkeerat Singh,Kings XI Punjab,24,29,2,7.25
2016,SM Boland,Rising Pune Supergiants,42,53,2,7.57
2017,R Bhatia,Rising Pune Supergiant,42,53,2,7.57
2017,S Kaushik,Gujarat Lions,66,103,0,9.36
2017,AS Rajpoot,Kolkata Knight Riders,84,104,4,7.43
2017,Mohammed Siraj,Sunrisers Hyderabad,138,209,10,9.09
2017,Yuvraj Singh,Sunrisers Hyderabad,12,22,1,11.0
2017,IK Pathan,Gujarat Lions,12,26,0,13.0
2018,BB Sran,Kings XI Punjab,132,209,4,9.5
2018,MK Tiwary,Kings XI Punjab,6,7,0,7.0
2018,DJ Willey,Chennai Super Kings,60,94,2,9.4
2018,M Prasidh Krishna,Kolkata Knight Riders,168,251,10,8.96
2019,Kuldeep Yadav,Kolkata Knight Riders,198,282,4,8.55
2019,AS Rajpoot,Kings XI Punjab,96,138,3,8.63
2019,SN Thakur,Chennai Super Kings,180,271,8,9.03
2019,SL Malinga,Mumbai Indians,269,427,16,9.52
2019,Arshdeep Singh,Kings XI Punjab,60,104,3,10.4
2019,Harpreet Brar,Kings XI Punjab,30,48,0,9.6
2020/21,Mohammed Shami,Kings XI Punjab,330,448,20,8.15
2020/21,A Nortje,Delhi Capitals,366,502,22,8.23
2020/21,K Rabada,Delhi Capitals,397,532,32,8.04
2020/21,AD Russell,Kolkata Knight Riders,108,164,6,9.11
2020/21,JDS Neesham,Kings XI Punjab,90,145,2,9.67
2020/21,Abdul Samad,Sunrisers Hyderabad,42,91,1,13.0
2020/21,N Rana,Kolkata Knight Riders,12,22,0,11.0
2021,R Ashwin,Delhi Capitals,268,320,7,7.16
2021,V Shankar,Sunrisers Hyderabad,66,92,3,8.36
2021,BA Stokes,Rajasthan Royals,6,12,0,12.0
2021,S Nadeem,Sunrisers Hyderabad,24,36,1,9.0
2021,K Rabada,Delhi Capitals,336,444,15,7.93
2021,KK Ahmed,Sunrisers Hyderabad,162,212,5,7.85
2021,AR Patel,Delhi Capitals,282,309,15,6.57
2021,RV Patel,Delhi Capitals,18,20,0,6.67
2022,VR Aaron,Gujarat Titans,30,49,2,9.8
2022,K Rabada,Punjab Kings,288,382,23,7.96
2022,YBK Jaiswal,Rajasthan Royals,1,6,0,36.0
2022,AS Joseph,Gujarat Titans,180,257,7,8.57
2023,Rashid Khan,Gujarat Titans,402,547,27,8.16
2023,Mukesh Kumar,Delhi Capitals,186,313,8,10.1
2023,YS Chahal,Rajasthan Royals,317,423,21,8.01
2023,K Kartikeya,Mumbai Indians,156,219,5,8.42
2023,Tilak Varma,Mumbai Indians,6,6,0,6.0
2023,Yudhvir Singh,Lucknow Super Giants,48,64,3,8.0
2023,JR Hazlewood,Royal Challengers Bangalore,54,71,3,7.89
2023,MK Lomror,Royal Challengers Bangalore,12,17,0,8.5
2023,H Sharma,Royal Challengers Bangalore,18,28,0,9.33
2024,Naveen-ul-Haq,Lucknow Super Giants,219,356,14,9.75
2024,G Coetzee,Mumbai Indians,201,318,13,9.49
2024,Shashank Singh,Punjab Kings,6,5,1,5.0
2025,KH Pandya,Royal Challengers Bengaluru,276,370,17,8.04
2025,JC Archer,Rajasthan Royals,273,408,11,8.97
2025,Sandeep Sharma,Rajasthan Royals,223,353,9,9.5
2025,Mohammed Siraj,Gujarat Titans,342,497,16,8.72
2025,J Overton,Chennai Super Kings,36,78,0,13.0
2025,Mukesh Choudhary,Chennai Super Kings,36,71,1,11.83
2025,Yudhvir Singh,Rajasthan Royals,66,126,4,11.45
2025,XC Bartlett,Punjab Kings,60,96,2,9.6
2025,Mustafizur Rahman,Delhi Capitals,66,87,4,7.91
2025,S Dube,Chennai Super Kings,12,28,0,14.0
2007/08,B Lee,Kings XI Punjab,96,104,4,6.5
2007/08,PP Chawla,Kings XI Punjab,281,375,17,8.01
2007/08,MM Patel,Rajasthan Royals,330,408,14,7.42
2007/08,VY Mahesh,Delhi Daredevils,253,341,16,8.09
2007/08,PJ Sangwan,Delhi Daredevils,144,199,5,8.29
2007/08,DP Vijaykumar,Deccan Chargers,152,190,4,7.5
2007/08,S Vidyut,Chennai Super Kings,12,21,1,10.5
2007/08,Iqbal Abdulla,Kolkata Knight Riders,18,22,0,7.33
2007/08,Abdur Razzak,Royal Challengers Bangalore,12,19,0,9.5
2009,FH Edwards,Deccan Chargers,140,140,5,6.0
2009,PP Ojha,Deccan Chargers,321,342,18,6.39
2009,AB Dinda,Kolkata Knight Riders,144,187,4,7.79
2009,LRPL Taylor,Royal Challengers Bangalore,6,12,0,12.0
2009,D du Preez,Royal Challengers Bangalore,42,53,4,7.57
2009,A Symonds,Deccan Chargers,144,156,7,6.5
2009,J Botha,Rajasthan Royals,72,67,3,5.58
2009,Mashrafe Mortaza,Kolkata Knight Riders,24,50,0,12.5
2009,V Sehwag,Delhi Daredevils,6,20,0,20.0
2009/10,RS Gavaskar,Kolkata Knight Riders,6,8,0,8.0
2009/10,V Kohli,Royal Challengers Bangalore,32,45,0,8.44
2009/10,V Sehwag,Delhi Daredevils,34,23,3,4.06
2009/10,Y Venugopal Rao,Deccan Chargers,6,10,0,10.0
2009/10,DR Smith,Deccan Chargers,23,36,1,9.39
2011,YK Pathan,Kolkata Knight Riders,234,229,13,5.87
2011,JDP Oram,Rajasthan Royals,24,45,1,11.25
2011,AL Menaria,Rajasthan Royals,90,117,2,7.8
2011,DW Steyn,Deccan Chargers,273,283,14,6.22
2011,DL Vettori,Royal Challengers Bangalore,310,309,12,5.98
2011,RP Singh,Kochi Tuskers Kerala,300,331,13,6.62
2011,Harbhajan Singh,Mumbai Indians,318,358,13,6.75
2011,JEC Franklin,Mumbai Indians,61,95,3,9.34
2011,SW Tait,Rajasthan Royals,89,107,6,7.21
2011,NLTC Perera,Kochi Tuskers Kerala,84,109,2,7.79
2011,AS Raut,Rajasthan Royals,6,8,0,8.0
2011,Kamran Khan,Pune Warriors,18,47,0,15.67
2011,P Parameswaran,Kochi Tuskers Kerala,94,128,4,8.17
2012,RA Jadeja,Chennai Super Kings,210,259,12,7.4
2012,MM Patel,Mumbai Indians,280,354,15,7.59
2012,BJ Hodge,Rajasthan Royals,12,21,1,10.5
2012,AA Chavan,Rajasthan Royals,164,230,7,8.41
2012,DAJ Bracewell,Delhi Daredevils,24,31,3,7.75
2012,HV Patel,Royal Challengers Bangalore,246,337,9,8.22
2012,DJ Hussey,Kings XI Punjab,54,62,3,6.89
2012,J Theron,Deccan Chargers,48,57,2,7.13
2012,MJ Clarke,Pune Warriors,66,67,2,6.09
2012,DR Smith,Mumbai Indians,78,93,2,7.15
2012,P Parameswaran,Royal Challengers Bangalore,60,85,5,8.5
2013,R Bhatia,Kolkata Knight Riders,263,327,11,7.46
2013,MN Samuels,Pune Warriors,24,33,1,8.25
2013,AD Mathews,Pune Warriors,186,230,5,7.42
2013,SL Malinga,Mumbai Indians,392,453,20,6.93
2013,Harmeet Singh,Rajasthan Royals,24,33,1,8.25
2013,WD Parnell,Pune Warriors,89,121,6,8.16
2014,AB Dinda,Royal Challengers Bangalore,186,250,5,8.06
2014,Yuvraj Singh,Royal Challengers Bangalore,136,183,5,8.07
2014,Mohammed Shami,Delhi Daredevils,264,348,7,7.91
2014,B Kumar,Sunrisers Hyderabad,319,346,20,6.51
2014,AD Russell,Kolkata Knight Riders,30,50,1,10.0
2014,Imran Tahir,Delhi Daredevils,125,164,9,7.87
2014,JW Hastings,Chennai Super Kings,18,28,1,9.33
2014,JO Holder,Sunrisers Hyderabad,18,23,1,7.67
2015,AD Russell,Kolkata Knight Riders,244,312,14,7.67
2015,RA Jadeja,Chennai Super Kings,256,328,11,7.69
2015,S Gopal,Mumbai Indians,13,23,1,10.62
2015,BB Sran,Rajasthan Royals,18,29,0,9.67
2016,Z Khan,Delhi Daredevils,262,324,10,7.42
2016,MG Johnson,Kings XI Punjab,66,103,2,9.36
2016,Shakib Al Hasan,Kolkata Knight Riders,186,239,5,7.71
2016,S Nadeem,Delhi Daredevils,90,126,2,8.4
2016,DL Chahar,Rising Pune Supergiants,30,38,0,7.6
2017,TG Southee,Mumbai Indians,60,89,3,8.9
2017,YK Pathan,Kolkata Knight Riders,24,41,1,10.25
2017,Z Khan,Delhi Daredevils,241,308,10,7.67
2017,Harbhajan Singh,Mumbai Indians,246,265,8,6.46
2017,CJ Anderson,Delhi Daredevils,113,177,3,9.4
2017,Anureet Singh,Kings XI Punjab,12,26,0,13.0
2018,R Vinay Kumar,Kolkata Knight Riders,23,57,2,14.87
2018,Rashid Khan,Sunrisers Hyderabad,408,455,21,6.69
2018,DJM Short,Rajasthan Royals,18,19,1,6.33
2018,Mohammad Nabi,Sunrisers Hyderabad,30,47,1,9.4
2019,Harbhajan Singh,Chennai Super Kings,264,305,16,6.93
2019,SK Raina,Chennai Super Kings,6,6,0,6.0
2019,BCJ Cutting,Mumbai Indians,12,27,1,13.5
2019,AR Patel,Delhi Capitals,306,363,10,7.12
2019,M Ashwin,Kings XI Punjab,204,247,5,7.26
2019,S Lamichhane,Delhi Capitals,138,210,8,9.13
2020/21,RD Chahar,Mumbai Indians,318,428,15,8.08
2020/21,UT Yadav,Royal Challengers Bangalore,42,79,0,11.29
2020/21,KV Sharma,Chennai Super Kings,114,161,5,8.47
2020/21,CH Morris,Royal Challengers Bangalore,190,196,11,6.19
2021,R Tewatia,Rajasthan Royals,222,333,7,9.0
2021,RG Sharma,Mumbai Indians,7,13,0,11.14
2021,Navdeep Saini,Royal Challengers Bangalore,24,50,0,12.5
2021,PWH de Silva,Royal Challengers Bangalore,36,60,0,10.0
2021,MK Lomror,Rajasthan Royals,42,46,1,6.57
2021,PP Chawla,Mumbai Indians,24,38,1,9.5
2022,OF Smith,Punjab Kings,90,172,6,11.47
2022,Akash Deep,Royal Challengers Bangalore,113,199,5,10.57
2022,Rashid Khan,Gujarat Titans,383,414,19,6.49
2022,M Prasidh Krishna,Rajasthan Royals,399,504,19,7.58
2022,VR Iyer,Kolkata Knight Riders,24,46,0,11.5
2022,AJ Tye,Lucknow Super Giants,66,104,2,9.45
2022,MM Ali,Chennai Super Kings,143,155,8,6.5
2022,Abdul Samad,Sunrisers Hyderabad,6,8,0,8.0
2022,Yash Dayal,Gujarat Titans,192,281,11,8.78
2023,J Little,Gujarat Titans,204,287,7,8.44
2023,KH Pandya,Lucknow Super Giants,252,312,9,7.43
2023,A Nortje,Delhi Capitals,240,347,10,8.68
2023,VG Arora,Kolkata Knight Riders,96,126,5,7.88
2023,Swapnil Singh,Lucknow Super Giants,12,18,0,9.0
2023,GD Phillips,Sunrisers Hyderabad,18,20,1,6.67
2024,N Burger,Rajasthan Royals,102,138,7,8.12
2024,Avesh Khan,Rajasthan Royals,329,502,19,9.16
2024,AS Joseph,Royal Challengers Bengaluru,58,108,1,11.17
2024,Vijaykumar Vyshak,Royal Challengers Bengaluru,87,139,4,9.59
2024,I Sharma,Delhi Capitals,162,240,10,8.89
2024,GJ Maxwell,Royal Challengers Bengaluru,96,123,6,7.69
2024,KR Sen,Rajasthan Royals,72,111,6,9.25
2024,S Gopal,Mumbai Indians,42,67,3,9.57
2024,LB Williams,Delhi Capitals,36,61,1,10.17
2024,TM Head,Sunrisers Hyderabad,10,32,0,19.2
2025,Yash Dayal,Royal Challengers Bengaluru,294,445,13,9.08
2025,TA Boult,Mumbai Indians,346,502,22,8.71
2025,Kuldeep Yadav,Delhi Capitals,318,383,15,7.23
2025,M Prasidh Krishna,Gujarat Titans,354,477,25,8.08
2025,AK Markram,Lucknow Super Giants,66,100,4,9.09
2025,R Shepherd,Royal Challengers Bengaluru,84,145,6,10.36
2025,MP Yadav,Lucknow Super Giants,48,95,2,11.88
2025,Akash Madhwal,Rajasthan Royals,90,155,4,10.33
2007/08,AA Noffke,Royal Challengers Bangalore,24,35,1,8.75
2007/08,SB Joshi,Royal Challengers Bangalore,55,82,1,8.95
2007/08,P Amarnath,Chennai Super Kings,132,236,7,10.73
2007/08,Mohammad Asif,Delhi Daredevils,192,288,8,9.0
2007/08,A Kumble,Royal Challengers Bangalore,230,294,7,7.67
2007/08,L Balaji,Chennai Super Kings,198,278,11,8.42
2009,A Flintoff,Chennai Super Kings,66,105,2,9.55
2009,VY Mahesh,Delhi Daredevils,12,24,1,12.0
2009,TM Dilshan,Delhi Daredevils,96,98,0,6.13
2009,SS Sarkar,Kolkata Knight Riders,25,34,1,8.16
2009/10,A Kumble,Royal Challengers Bangalore,380,385,17,6.08
2009/10,S Tyagi,Chennai Super Kings,95,152,1,9.6
2009/10,Harbhajan Singh,Mumbai Indians,321,360,15,6.73
2009/10,SK Trivedi,Rajasthan Royals,213,253,11,7.13
2009/10,J Theron,Kings XI Punjab,149,187,8,7.53
2011,SB Jakati,Chennai Super Kings,265,331,10,7.49
2011,TM Dilshan,Royal Challengers Bangalore,72,105,1,8.75
2011,M Manhas,Pune Warriors,42,42,0,6.0
2011,RG Sharma,Mumbai Indians,24,48,0,12.0
2011,L Ablish,Kings XI Punjab,18,39,0,13.0
2011,RW Price,Mumbai Indians,18,33,0,11.0
2012,SL Malinga,Mumbai Indians,333,331,22,5.96
2012,Harbhajan Singh,Mumbai Indians,324,367,6,6.8
2012,JA Morkel,Chennai Super Kings,297,367,13,7.41
2012,UT Yadav,Delhi Daredevils,366,428,19,7.02
2012,M de Lange,Kolkata Knight Riders,60,103,3,10.3
2012,PP Chawla,Kings XI Punjab,342,413,16,7.25
2012,A Mishra,Deccan Chargers,282,364,13,7.74
2012,AL Menaria,Rajasthan Royals,20,23,1,6.9
2012,VY Mahesh,Chennai Super Kings,56,76,3,8.14
2012,CH Gayle,Royal Challengers Bangalore,28,64,0,13.71
2012,Y Nagar,Delhi Daredevils,6,8,0,8.0
2012,P Negi,Delhi Daredevils,132,151,7,6.86
2012,AA Jhunjhunwala,Deccan Chargers,36,38,1,6.33
2012,RR Powar,Kings XI Punjab,18,32,0,10.67
2013,P Kumar,Kings XI Punjab,338,355,12,6.3
2013,Mohammed Shami,Kolkata Knight Riders,54,71,1,7.89
2013,AM Nayar,Pune Warriors,48,56,2,7.0
2013,BAW Mendis,Pune Warriors,72,78,2,6.5
2013,YS Chahal,Mumbai Indians,24,34,0,8.5
2013,MG Neser,Kings XI Punjab,24,59,0,14.75
2013,BJ Rohrer,Delhi Daredevils,6,11,0,11.0
2013,Z Khan,Royal Challengers Bangalore,36,45,5,7.5
2014,JA Morkel,Royal Challengers Bangalore,96,117,4,7.31
2014,AR Patel,Kings XI Punjab,396,394,17,5.97
2014,L Balaji,Kings XI Punjab,204,286,12,8.41
2014,R Ashwin,Chennai Super Kings,359,414,16,6.92
2014,KV Sharma,Sunrisers Hyderabad,304,373,15,7.36
2014,JJ Bumrah,Mumbai Indians,238,292,5,7.36
2014,LR Shukla,Delhi Daredevils,56,81,1,8.68
2014,S Rana,Royal Challengers Bangalore,12,16,0,8.0
2014,DJ Hussey,Chennai Super Kings,17,36,2,12.71
2015,PP Chawla,Kolkata Knight Riders,210,262,11,7.49
2015,A Nehra,Chennai Super Kings,372,436,22,7.03
2015,STR Binny,Rajasthan Royals,114,135,4,7.11
2015,HV Patel,Royal Challengers Bangalore,263,319,17,7.28
2015,A Ashish Reddy,Sunrisers Hyderabad,36,49,3,8.17
2015,GJ Maxwell,Kings XI Punjab,60,93,2,9.3
2015,GB Hogg,Kolkata Knight Riders,126,142,9,6.76
2015,Z Khan,Delhi Daredevils,145,145,7,6.0
2015,RN ten Doeschate,Kolkata Knight Riders,6,3,0,3.0
2016,S Ladda,Gujarat Lions,12,21,0,10.5
2016,AR Patel,Kings XI Punjab,287,381,13,7.97
2016,J Suchith,Mumbai Indians,12,29,0,14.5
2016,NLTC Perera,Rising Pune Supergiants,199,323,9,9.74
2016,YK Pathan,Kolkata Knight Riders,36,31,1,5.17
2016,V Kohli,Royal Challengers Bangalore,6,10,0,10.0
2016,M Vijay,Kings XI Punjab,6,7,0,7.0
2016,TA Boult,Sunrisers Hyderabad,24,37,1,9.25
2017,SR Watson,Royal Challengers Bangalore,161,241,5,8.98
2017,A Nehra,Sunrisers Hyderabad,127,192,8,9.07
2017,MC Henriques,Sunrisers Hyderabad,144,239,1,9.96
2017,KA Pollard,Mumbai Indians,11,29,0,15.82
2017,PP Chawla,Kolkata Knight Riders,120,177,6,8.85
2017,SP Narine,Kolkata Knight Riders,354,394,10,6.68
2017,MP Stoinis,Kings XI Punjab,63,104,2,9.9
2017,SL Malinga,Mumbai Indians,269,350,11,7.81
2018,TA Boult,Delhi Daredevils,316,453,18,8.6
2018,MG Johnson,Kolkata Knight Riders,126,209,2,9.95
2018,B Stanlake,Sunrisers Hyderabad,96,126,5,7.88
2018,DS Kulkarni,Rajasthan Royals,119,181,4,9.13
2018,K Gowtham,Rajasthan Royals,240,308,10,7.7
2018,Shivam Mavi,Kolkata Knight Riders,168,257,5,9.18
2018,C de Grandhomme,Royal Challengers Bangalore,90,118,2,7.87
2019,Shakib Al Hasan,Sunrisers Hyderabad,65,94,2,8.68
2019,P Ray Barman,Royal Challengers Bangalore,24,56,0,14.0
2019,KC Cariappa,Kolkata Knight Riders,12,33,0,16.5
2019,Washington Sundar,Royal Challengers Bangalore,54,74,4,8.22
2019,Basil Thampi,Sunrisers Hyderabad,72,109,0,9.08
2020/21,RA Jadeja,Chennai Super Kings,218,315,6,8.67
2020/21,Rashid Khan,Sunrisers Hyderabad,388,338,20,5.23
2020/21,JR Hazlewood,Chennai Super Kings,60,63,1,6.3
2020/21,TU Deshpande,Delhi Capitals,102,183,3,10.76
2021,A Mishra,Delhi Capitals,84,109,6,7.79
2021,Mustafizur Rahman,Rajasthan Royals,311,415,14,8.01
2021,M Ashwin,Punjab Kings,66,91,1,8.27
2021,KA Pollard,Mumbai Indians,79,89,5,6.76
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,24,27,2,6.75
2021,T Shamsi,Rajasthan Royals,24,34,0,8.5
2021,M Markande,Rajasthan Royals,18,26,0,8.67
2022,DR Sams,Mumbai Indians,252,341,13,8.12
2022,JJ Bumrah,Mumbai Indians,320,375,15,7.03
2022,KH Pandya,Lucknow Super Giants,228,261,10,6.87
2022,Washington Sundar,Sunrisers Hyderabad,168,235,6,8.39
2022,DG Nalkande,Gujarat Titans,31,57,2,11.03
2022,R Dhawan,Punjab Kings,114,151,6,7.95
2022,C Sakariya,Delhi Capitals,66,78,3,7.09
2022,Ramandeep Singh,Mumbai Indians,36,49,6,8.17
2023,Yash Dayal,Gujarat Titans,84,161,2,11.5
2023,AR Patel,Delhi Capitals,282,328,11,6.98
2023,D Pretorius,Chennai Super Kings,24,24,0,6.0
2023,Noor Ahmad,Gujarat Titans,283,352,15,7.46
2023,LS Livingstone,Punjab Kings,42,94,2,13.43
2023,Vivrant Sharma,Sunrisers Hyderabad,18,28,0,9.33
2023,P Dubey,Delhi Capitals,18,18,1,6.0
2023,Navdeep Saini,Rajasthan Royals,24,39,3,9.75
